team,full_name,first_name,surname,jumper_number,champion_data_id,provider_id_raw
Adelaide,Callum Ah Chee,Callum,Ah Chee,4.0,298437,CD_I298437
Adelaide,Sam Berry,Sam,Berry,3.0,1012807,CD_I1012807
Adelaide,Hugh Bond,Hugh,Bond,21.0,1023534,CD_I1023534
Adelaide,James Borlase,James,Borlase,35.0,1009029,CD_I1009029
Adelaide,Jordon Butts,Jordon,Butts,41.0,1004995,CD_I1004995
Adelaide,Brayden Cook,Brayden,Cook,15.0,1018335,CD_I1018335
Adelaide,Indy Cotton,Indy,Cotton,33.0,1044595,CD_I1044595
Adelaide,Isaac Cumming,Isaac,Cumming,44.0,1001396,CD_I1001396
Adelaide,Daniel Curtin,Daniel,Curtin,6.0,1024023,CD_I1024023
Adelaide,Jordan Dawson,Jordan,Dawson,12.0,992242,CD_I992242
Adelaide,Billy Dowling,Billy,Dowling,31.0,1015329,CD_I1015329
Adelaide,Sid Draper,Sid,Draper,5.0,1022607,CD_I1022607
Adelaide,Charlie Edwards,Charlie,Edwards,11.0,1028671,CD_I1028671
Adelaide,Darcy Fogarty,Darcy,Fogarty,32.0,999331,CD_I999331
Adelaide,Mitchell Hinge,Mitchell,Hinge,20.0,1004863,CD_I1004863
Adelaide,Chayce Jones,Chayce,Jones,1.0,1006203,CD_I1006203
Adelaide,Mark Keane,Mark,Keane,48.0,1013974,CD_I1013974
Adelaide,Ben Keays,Ben,Keays,2.0,993946,CD_I993946
Adelaide,Rory Laird,Rory,Laird,29.0,293222,CD_I293222
Adelaide,Archie Ludowyke,Archie,Ludowyke,34.0,1033053,CD_I1033053
Adelaide,Finnbar Maley,Finnbar,Maley,36.0,1031792,CD_I1031792
Adelaide,Mitchell Marsh,Mitchell,Marsh,26.0,1031747,CD_I1031747
Adelaide,Lachlan McAndrew,Lachlan,McAndrew,42.0,1021200,CD_I1021200
Adelaide,Max Michalanney,Max,Michalanney,16.0,1015370,CD_I1015370
Adelaide,Wayne Milera,Wayne,Milera,30.0,990882,CD_I990882
Adelaide,Nick Murray,Nick,Murray,9.0,1008230,CD_I1008230
Adelaide,Toby Murray,Toby,Murray,39.0,1020950,CD_I1020950
Adelaide,Luke Nankervis,Luke,Nankervis,27.0,1021031,CD_I1021031
Adelaide,Alex Neal-Bullen,Alex,Neal-Bullen,28.0,296420,CD_I296420
Adelaide,Reilly O'Brien,Reilly,O'Brien,43.0,297523,CD_I297523
Adelaide,James Peatling,James,Peatling,25.0,1006013,CD_I1006013
Adelaide,Luke Pedlar,Luke,Pedlar,10.0,1012218,CD_I1012218
Adelaide,Josh Rachele,Josh,Rachele,8.0,1017051,CD_I1017051
Adelaide,Izak Rankine,Izak,Rankine,23.0,1001195,CD_I1001195
Adelaide,Oscar Ryan,Oscar,Ryan,22.0,1027893,CD_I1027893
Adelaide,Lachlan Sholl,Lachlan,Sholl,38.0,1006136,CD_I1006136
Adelaide,Jake Soligo,Jake,Soligo,14.0,1017109,CD_I1017109
Adelaide,Zac Taylor,Zac,Taylor,19.0,1017065,CD_I1017065
Adelaide,Riley Thilthorpe,Riley,Thilthorpe,7.0,1008384,CD_I1008384
Adelaide,Taylor Walker,Taylor,Walker,13.0,280506,CD_I280506
Adelaide,Tyler Welsh,Tyler,Welsh,17.0,1022447,CD_I1022447
Adelaide,Josh Worrell,Josh,Worrell,24.0,1011981,CD_I1011981
Brisbane Lions,Oscar Allen,Oscar,Allen,4.0,1004385,CD_I1004385
Brisbane Lions,Harris Andrews,Harris,Andrews,31.0,996059,CD_I996059
Brisbane Lions,Daniel Annable,Daniel,Annable,14.0,1029326,CD_I1029326
Brisbane Lions,Noah Answerth,Noah,Answerth,43.0,1005053,CD_I1005053
Brisbane Lions,Levi Ashcroft,Levi,Ashcroft,10.0,1028560,CD_I1028560
Brisbane Lions,Will Ashcroft,Will,Ashcroft,8.0,1023517,CD_I1023517
Brisbane Lions,Zac Bailey,Zac,Bailey,33.0,1002312,CD_I1002312
Brisbane Lions,Luke Beecken,Luke,Beecken,17.0,1008805,CD_I1008805
Brisbane Lions,Jarrod Berry,Jarrod,Berry,7.0,998133,CD_I998133
Brisbane Lions,Shadeau Brain,Shadeau,Brain,34.0,1028105,CD_I1028105
Brisbane Lions,Charlie Cameron,Charlie,Cameron,23.0,990609,CD_I990609
Brisbane Lions,Keidean Coleman,Keidean,Coleman,18.0,1006059,CD_I1006059
Brisbane Lions,Cody Curtin,Cody,Curtin,37.0,1036780,CD_I1036780
Brisbane Lions,Tom Doedee,Tom,Doedee,12.0,1000932,CD_I1000932
Brisbane Lions,Sam Draper,Sam,Draper,2.0,1005577,CD_I1005577
Brisbane Lions,Josh Dunkley,Josh,Dunkley,5.0,993834,CD_I993834
Brisbane Lions,Koby Evans,Koby,Evans,24.0,1037376,CD_I1037376
Brisbane Lions,Jaspa Fletcher,Jaspa,Fletcher,3.0,1023708,CD_I1023708
Brisbane Lions,Darcy Fort,Darcy,Fort,32.0,298211,CD_I298211
Brisbane Lions,Ty Gallop,Ty,Gallop,22.0,1034411,CD_I1034411
Brisbane Lions,Darcy Gardiner,Darcy,Gardiner,27.0,296269,CD_I296269
Brisbane Lions,Tai Hayes,Tai,Hayes,42.0,1040584,CD_I1040584
Brisbane Lions,Eric Hipwood,Eric,Hipwood,30.0,993953,CD_I993953
Brisbane Lions,Darragh Joyce,Darragh,Joyce,41.0,1003520,CD_I1003520
Brisbane Lions,Ryan Lester,Ryan,Lester,35.0,291548,CD_I291548
Brisbane Lions,Luke Lloyd,Luke,Lloyd,19.0,1027985,CD_I1027985
Brisbane Lions,Kai Lohmann,Kai,Lohmann,1.0,1014026,CD_I1014026
Brisbane Lions,Sam Marshall,Sam,Marshall,20.0,1028520,CD_I1028520
Brisbane Lions,Lincoln McCarthy,Lincoln,McCarthy,11.0,293581,CD_I293581
Brisbane Lions,Hugh McCluggage,Hugh,McCluggage,6.0,1000978,CD_I1000978
Brisbane Lions,Conor McKenna,Conor,McKenna,26.0,997846,CD_I997846
Brisbane Lions,Will McLachlan,Will,McLachlan,28.0,1029405,CD_I1029405
Brisbane Lions,Logan Morris,Logan,Morris,13.0,1028019,CD_I1028019
Brisbane Lions,Ben Murphy,Ben,Murphy,39.0,1044596,CD_I1044596
Brisbane Lions,Lachie Neale,Lachie,Neale,9.0,293535,CD_I293535
Brisbane Lions,Jack Payne,Jack,Payne,40.0,1002347,CD_I1002347
Brisbane Lions,Cam Rayner,Cam,Rayner,16.0,1002235,CD_I1002235
Brisbane Lions,Bruce Reville,Bruce,Reville,38.0,1009317,CD_I1009317
Brisbane Lions,Henry Smith,Henry,Smith,25.0,1016189,CD_I1016189
Brisbane Lions,Reece Torrent,Reece,Torrent,36.0,1024187,CD_I1024187
Brisbane Lions,James Tunstill,James,Tunstill,29.0,1021108,CD_I1021108
Brisbane Lions,Darcy Wilmot,Darcy,Wilmot,44.0,1017067,CD_I1017067
Brisbane Lions,Zane Zakostelsky,Zane,Zakostelsky,21.0,1032650,CD_I1032650
Brisbane Lions,Dayne Zorko,Dayne,Zorko,15.0,261224,CD_I261224
Carlton,Blake Acres,Blake,Acres,13.0,296294,CD_I296294
Carlton,Ben Ainsworth,Ben,Ainsworth,12.0,998130,CD_I998130
Carlton,Jordan Boyd,Jordan,Boyd,37.0,1002795,CD_I1002795
Carlton,Talor Byrne,Talor,Byrne,39.0,1036426,CD_I1036426
Carlton,Ben Camporeale,Ben,Camporeale,16.0,1027282,CD_I1027282
Carlton,Lucas Camporeale,Lucas,Camporeale,21.0,1022452,CD_I1022452
Carlton,Matthew Carroll,Matthew,Carroll,32.0,1027964,CD_I1027964
Carlton,Adam Cerra,Adam,Cerra,5.0,1002239,CD_I1002239
Carlton,Harry Charleson,Harry,Charleson,28.0,1028496,CD_I1028496
Carlton,Campbell Chesser,Campbell,Chesser,31.0,1017057,CD_I1017057
Carlton,Matthew Cottrell,Matthew,Cottrell,46.0,1008154,CD_I1008154
Carlton,Lachlan Cowan,Lachlan,Cowan,2.0,1021353,CD_I1021353
Carlton,Patrick Cripps,Patrick,Cripps,9.0,990704,CD_I990704
Carlton,Harry Dean,Harry,Dean,35.0,1033084,CD_I1033084
Carlton,Matt Duffy,Matt,Duffy,41.0,1039720,CD_I1039720
Carlton,Francis Evans,Francis,Evans,44.0,1017255,CD_I1017255
Carlton,Oliver Florent,Oliver,Florent,14.0,998103,CD_I998103
Carlton,Lachie Fogarty,Lachie,Fogarty,8.0,1002228,CD_I1002228
Carlton,Nick Haynes,Nick,Haynes,26.0,295265,CD_I295265
Carlton,Will Hayward,Will,Hayward,19.0,997100,CD_I997100
Carlton,George Hewett,George,Hewett,29.0,294036,CD_I294036
Carlton,Oliver Hollands,Oliver,Hollands,4.0,1023495,CD_I1023495
Carlton,Jack Ison,Jack,Ison,30.0,1033066,CD_I1033066
Carlton,Brodie Kemp,Brodie,Kemp,17.0,1009241,CD_I1009241
Carlton,Cooper Lord,Cooper,Lord,36.0,1032108,CD_I1032108
Carlton,Mitch McGovern,Mitch,McGovern,11.0,297255,CD_I297255
Carlton,Harry McKay,Harry,McKay,10.0,1000953,CD_I1000953
Carlton,Ashton Moir,Ashton,Moir,43.0,1020097,CD_I1020097
Carlton,Rob Monahan,Rob,Monahan,34.0,1035129,CD_I1035129
Carlton,Jesse Motlop,Jesse,Motlop,3.0,1017700,CD_I1017700
Carlton,Nic Newman,Nic,Newman,24.0,297907,CD_I297907
Carlton,Harry O'Farrell,Harry,O'Farrell,22.0,1028526,CD_I1028526
Carlton,Hudson O'Keeffe,Hudson,O'Keeffe,40.0,1023489,CD_I1023489
Carlton,Marc Pittonet,Marc,Pittonet,27.0,298290,CD_I298290
Carlton,Liam Reidy,Liam,Reidy,25.0,1023346,CD_I1023346
Carlton,Adam Saad,Adam,Saad,42.0,295461,CD_I295461
Carlton,Jagga Smith,Jagga,Smith,7.0,1028515,CD_I1028515
Carlton,Sam Walsh,Sam,Walsh,18.0,1006094,CD_I1006094
Carlton,Jacob Weitering,Jacob,Weitering,23.0,993832,CD_I993832
Carlton,Zac Williams,Zac,Williams,6.0,294685,CD_I294685
Carlton,Billy Wilson,Billy,Wilson,15.0,1027678,CD_I1027678
Carlton,Flynn Young,Flynn,Young,45.0,1020877,CD_I1020877
Carlton,Lewis Young,Lewis,Young,33.0,997316,CD_I997316
Collingwood,Edward Allan,Edward,Allan,16.0,1022915,CD_I1022915
Collingwood,Darcy Cameron,Darcy,Cameron,14.0,990291,CD_I990291
Collingwood,Joel Cochran,Joel,Cochran,27.0,1029000,CD_I1029000
Collingwood,Mason Cox,Mason,Cox,46.0,998647,CD_I998647
Collingwood,Jack Crisp,Jack,Crisp,25.0,293871,CD_I293871
Collingwood,Josh Daicos,Josh,Daicos,7.0,1005054,CD_I1005054
Collingwood,Nick Daicos,Nick,Daicos,35.0,1023261,CD_I1023261
Collingwood,Jordan De Goey,Jordan,De Goey,2.0,994185,CD_I994185
Collingwood,Harry DeMattia,Harry,DeMattia,13.0,1027673,CD_I1027673
Collingwood,Charlie Dean,Charlie,Dean,43.0,1009197,CD_I1009197
Collingwood,Jamie Elliott,Jamie,Elliott,5.0,293801,CD_I293801
Collingwood,Billy Frampton,Billy,Frampton,17.0,991773,CD_I991773
Collingwood,Harvey Harrison,Harvey,Harrison,36.0,1015332,CD_I1015332
Collingwood,William Hayes,William,Hayes,39.0,1032922,CD_I1032922
Collingwood,Bobby Hill,Bobby,Hill,23.0,1006148,CD_I1006148
Collingwood,Will Hoskin-Elliott,Will,Hoskin-Elliott,32.0,291720,CD_I291720
Collingwood,Dan Houston,Dan,Houston,9.0,994295,CD_I994295
Collingwood,Jeremy Howe,Jeremy,Howe,38.0,291313,CD_I291313
Collingwood,Noah Howes,Noah,Howes,47.0,1022614,CD_I1022614
Collingwood,Tew Jiath,Tew,Jiath,19.0,1032017,CD_I1032017
Collingwood,Ash Johnson,Ash,Johnson,40.0,997974,CD_I997974
Collingwood,Patrick Lipinski,Patrick,Lipinski,1.0,1003130,CD_I1003130
Collingwood,Ned Long,Ned,Long,44.0,1017124,CD_I1017124
Collingwood,Finlay Macrae,Finlay,Macrae,18.0,1012828,CD_I1012828
Collingwood,Oleg Markov,Oleg,Markov,37.0,298358,CD_I298358
Collingwood,Brayden Maynard,Brayden,Maynard,4.0,992010,CD_I992010
Collingwood,Beau McCreery,Beau,McCreery,31.0,1004757,CD_I1004757
Collingwood,Reef McInnes,Reef,McInnes,26.0,1013278,CD_I1013278
Collingwood,Daniel McStay,Daniel,McStay,11.0,297504,CD_I297504
Collingwood,Tim Membrey,Tim,Membrey,28.0,294596,CD_I294596
Collingwood,Brody Mihocek,Brody,Mihocek,41.0,291849,CD_I291849
Collingwood,Tom Mitchell,Tom,Mitchell,6.0,291856,CD_I291856
Collingwood,Darcy Moore,Darcy,Moore,30.0,298288,CD_I298288
Collingwood,Wil Parker,Wil,Parker,15.0,1012873,CD_I1012873
Collingwood,Scott Pendlebury,Scott,Pendlebury,10.0,260257,CD_I260257
Collingwood,Harry Perryman,Harry,Perryman,12.0,998205,CD_I998205
Collingwood,Isaac Quaynor,Isaac,Quaynor,3.0,1008089,CD_I1008089
Collingwood,Jakob Ryan,Jakob,Ryan,24.0,1020104,CD_I1020104
Collingwood,Lachie Schultz,Lachie,Schultz,8.0,1000860,CD_I1000860
Collingwood,Steele Sidebottom,Steele,Sidebottom,22.0,280965,CD_I280965
Collingwood,Iliro Smit,Iliro,Smit,20.0,1027834,CD_I1027834
Collingwood,Roan Steele,Roan,Steele,45.0,1027501,CD_I1027501
Collingwood,Oscar Steene,Oscar,Steene,21.0,1022844,CD_I1022844
Collingwood,Lachlan Sullivan,Lachlan,Sullivan,33.0,998480,CD_I998480
Collingwood,Charlie West,Charlie,West,29.0,1027382,CD_I1027382
Essendon,Lachlan Blakiston,Lachlan,Blakiston,46.0,1028196,CD_I1028196
Essendon,Cillian Bourke,Cillian,Bourke,39.0,1044339,CD_I1044339
Essendon,Nick Bryan,Nick,Bryan,24.0,1011954,CD_I1011954
Essendon,Nate Caddy,Nate,Caddy,30.0,1027899,CD_I1027899
Essendon,Jye Caldwell,Jye,Caldwell,6.0,1006103,CD_I1006103
Essendon,Angus Clarke,Angus,Clarke,36.0,1027284,CD_I1027284
Essendon,Nik Cox,Nik,Cox,13.0,1015827,CD_I1015827
Essendon,Archer Day-Wicks,Archer,Day-Wicks,44.0,1029265,CD_I1029265
Essendon,Sam Durham,Sam,Durham,22.0,1015810,CD_I1015810
Essendon,Xavier Duursma,Xavier,Duursma,28.0,1006096,CD_I1006096
Essendon,Thomas Edwards,Thomas,Edwards,45.0,1018323,CD_I1018323
Essendon,Hussien El Achkar,Hussien,El Achkar,33.0,1030308,CD_I1030308
Essendon,Saad El-Hawli,Saad,El-Hawli,41.0,1015919,CD_I1015919
Essendon,Jacob Farrow,Jacob,Farrow,2.0,1034305,CD_I1034305
Essendon,Brayden Fiorini,Brayden,Fiorini,8.0,993799,CD_I993799
Essendon,Kayle Gerreyn,Kayle,Gerreyn,19.0,1029159,CD_I1029159
Essendon,Jade Gresham,Jade,Gresham,11.0,298421,CD_I298421
Essendon,Matt Guelfi,Matt,Guelfi,35.0,996232,CD_I996232
Essendon,Lewis Hayes,Lewis,Hayes,18.0,1023487,CD_I1023487
Essendon,Zak Johnson,Zak,Johnson,40.0,1028519,CD_I1028519
Essendon,Harrison Jones,Harrison,Jones,23.0,1011755,CD_I1011755
Essendon,Isaac Kako,Isaac,Kako,10.0,1028554,CD_I1028554
Essendon,Max Kondogiannis,Max,Kondogiannis,29.0,1036584,CD_I1036584
Essendon,Kyle Langford,Kyle,Langford,4.0,298630,CD_I298630
Essendon,Nic Martin,Nic,Martin,37.0,1012013,CD_I1012013
Essendon,Archer May,Archer,May,26.0,1029084,CD_I1029084
Essendon,Andrew McGrath,Andrew,McGrath,1.0,998102,CD_I998102
Essendon,Ben McKay,Ben,McKay,32.0,1002143,CD_I1002143
Essendon,Liam McMahon,Liam,McMahon,48.0,1012842,CD_I1012842
Essendon,Zach Merrett,Zach,Merrett,7.0,992016,CD_I992016
Essendon,Jayden Nguyen,Jayden,Nguyen,42.0,1018987,CD_I1018987
Essendon,Darcy Parish,Darcy,Parish,3.0,993817,CD_I993817
Essendon,Archie Perkins,Archie,Perkins,16.0,1015873,CD_I1015873
Essendon,Jaxon Prior,Jaxon,Prior,25.0,1009386,CD_I1009386
Essendon,Mason Redman,Mason,Redman,27.0,997078,CD_I997078
Essendon,Zach Reid,Zach,Reid,31.0,1012817,CD_I1012817
Essendon,Jordan Ridley,Jordan,Ridley,14.0,1001026,CD_I1001026
Essendon,Archie Roberts,Archie,Roberts,21.0,1023515,CD_I1023515
Essendon,Sullivan Robey,Sullivan,Robey,9.0,1043261,CD_I1043261
Essendon,Will Setterfield,Will,Setterfield,12.0,998215,CD_I998215
Essendon,Dyson Sharp,Dyson,Sharp,15.0,1027168,CD_I1027168
Essendon,Elijah Tsatas,Elijah,Tsatas,5.0,1023785,CD_I1023785
Essendon,Rhys Unwin,Rhys,Unwin,38.0,1032023,CD_I1032023
Essendon,Vigo Visentini,Vigo,Visentini,17.0,1027966,CD_I1027966
Essendon,Peter Wright,Peter,Wright,20.0,298289,CD_I298289
Fremantle,Jye Amiss,Jye,Amiss,24.0,1020594,CD_I1020594
Fremantle,Bailey Banfield,Bailey,Banfield,41.0,998180,CD_I998180
Fremantle,Shai Bolton,Shai,Bolton,10.0,993993,CD_I993993
Fremantle,Andrew Brayshaw,Andrew,Brayshaw,8.0,1002232,CD_I1002232
Fremantle,Jaren Carr,Jaren,Carr,38.0,1023047,CD_I1023047
Fremantle,Heath Chapman,Heath,Chapman,5.0,1013224,CD_I1013224
Fremantle,Jordan Clark,Jordan,Clark,6.0,1006152,CD_I1006152
Fremantle,Brennan Cox,Brennan,Cox,36.0,997033,CD_I997033
Fremantle,Mason Cox,Mason,Cox,18.0,998647,CD_I998647
Fremantle,Sean Darcy,Sean,Darcy,4.0,998145,CD_I998145
Fremantle,Hugh Davies,Hugh,Davies,12.0,1022927,CD_I1022927
Fremantle,Joshua Draper,Joshua,Draper,37.0,1020668,CD_I1020668
Fremantle,Isaiah Dudley,Isaiah,Dudley,43.0,1011558,CD_I1011558
Fremantle,Neil Erasmus,Neil,Erasmus,28.0,1020250,CD_I1020250
Fremantle,Michael Frederick,Michael,Frederick,32.0,999321,CD_I999321
Fremantle,Luke Jackson,Luke,Jackson,9.0,1009399,CD_I1009399
Fremantle,Matthew Johnson,Matthew,Johnson,44.0,1016825,CD_I1016825
Fremantle,Leon Kickett,Leon,Kickett,19.0,1032862,CD_I1032862
Fremantle,Ryda Luke,Ryda,Luke,40.0,1037928,CD_I1037928
Fremantle,Oscar McDonald,Oscar,McDonald,21.0,992472,CD_I992472
Fremantle,Judd McVee,Judd,McVee,17.0,1017703,CD_I1017703
Fremantle,Ollie Murphy,Ollie,Murphy,33.0,1027990,CD_I1027990
Fremantle,Tobyn Murray,Tobyn,Murray,11.0,1027844,CD_I1027844
Fremantle,Charlie Nicholls,Charlie,Nicholls,22.0,1027155,CD_I1027155
Fremantle,Nathan O'Driscoll,Nathan,O'Driscoll,30.0,1013220,CD_I1013220
Fremantle,Jaeger O'Meara,Jaeger,O'Meara,2.0,294613,CD_I294613
Fremantle,Alex Pearce,Alex,Pearce,25.0,298409,CD_I298409
Fremantle,Murphy Reid,Murphy,Reid,16.0,1028513,CD_I1028513
Fremantle,Aiden Riddle,Aiden,Riddle,42.0,1028228,CD_I1028228
Fremantle,Luke Ryan,Luke,Ryan,13.0,998659,CD_I998659
Fremantle,Caleb Serong,Caleb,Serong,3.0,1009420,CD_I1009420
Fremantle,Jeremy Sharp,Jeremy,Sharp,14.0,1009380,CD_I1009380
