Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,DisposalRetentionPercentage,KicksIntoF50,KickIntoF50RetentionPercentage,KickPercentage,Inside50s,Rebound50s,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,MetresGained,MetresGainedPerDisposal,AssistedMetresGained,NetMetresGained,KickMetresGained,RetainedMetresGained,KickMetresGainedPerKick,HandballMetresGained,HandballMetresGainedPerHandball,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,AverageFieldPosition,Defensive50Possessions,DefensiveMidfieldPossessions,AttackingMidfieldPossessions,Forward50Possessions,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,HitoutToFirstPossession,HitoutToClearance,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,ScoreAssists,ScoreboardImpact,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Jarrod Witts,Gold Coast,33,33.29,Ruck,24,13.021,103.792,92.125,32,1.333,7,3,85.042,4.958,7.792,12.75,63.072,47.899,72.727,64.052,1.458,31.429,38.889,1.792,1.125,2.583,4.935,2.083,6.12,123.75,9.706,148.48,272.23,135.142,40.893,27.256,2.514,0.323,26.423,-10.077,48.446,-10.946,9.125,4.542,13.667,66.768,1.375,3.667,0.667,1.708,1.958,2.583,1.208,0.042,0.208,3.167,1.575,1.833,4.417,5.542,1.875,23.792,86.254,0.958,4.028,3.375,4.333,6.042,75.172,1.583,0.792,0.25,0.417,0.083,2.25,1.167,1.083,85.5,84.098,43.333,50.682,11.292,26.058,2.083,43.558,39.808,3.417,0.458,0.708,29.412,0.917,36.364,4,0.167,0.167,0.458,0.333,0.667,3.5,36.364,4.875,19.339,4,11,3.606,-1.061,7,3.93,-1.072,4,3.04,-1.04,0,0,,0,3.875,8.958,4.375,3.167
Alex Sexton,Gold Coast,32,32.07,Gen. Forward,5,1.58,17.4,18.6,0,0,0,0,35.2,2.6,1.4,4,70,61.538,85.714,65,1.2,66.667,65,1.2,0,0,,0.6,6.667,93.2,23.3,40.918,134.118,87.326,37.058,33.587,1.162,0.83,32.032,12.412,41.631,13.924,1.2,3,4.2,28.571,0.4,1,0.2,0.2,0.8,1,1,0,0.2,1.2,14.467,0.2,1,2.2,0.8,0,0,0,,0,0,0.2,0,1.6,0,0,0,0.4,0.2,0,0.2,0,0,0,,0,,0,,,0.6,0.4,0,,0.2,0,0,0,0.6,0.6,0.6,0.6,4.2,0,2,7.519,0,3,3.168,-2.168,0,,,3,3.168,-2.168,0,0,,0.2,0,2.4,0.4,0
Sam Collins,Gold Coast,31,31.54,Key Defender,22,11.341,71.909,51.773,11,0.5,4,2,92.955,7.318,4.136,11.455,84.524,81.988,89.011,79.283,0.455,40,63.889,0.455,2.227,1.773,6.462,1.864,6.146,154.091,13.452,157.14,311.23,147.353,73.846,20.388,8.238,1.992,16.637,10.286,69.313,1.841,5.682,6.045,11.727,48.45,8.136,3.364,0,0.591,2.773,5.591,3.273,0,1.045,1.545,-41.135,6.409,3.727,1.591,0,0,0,0,,0.091,0.091,0.045,100,5.045,1.136,0,3.318,0.045,1.045,0.636,0.409,0,0,0,,0,,0,,,1.818,0,3.091,26.471,0,,0,0,0,0,0.045,0.091,0.318,,2.455,9.474,1.455,0,,,0,,,0,,,0.136,1.395,33.333,0,6.182,6.273,5.136,5.455
Nick Holman,Gold Coast,30,30.59,Mid-Forward,16,5.688,39.312,36.688,0,0,0,0,62.688,3.25,5.188,8.438,73.333,51.923,86.747,74.074,0.688,63.636,38.519,0.875,0.5,1.812,4.655,1.438,5.87,103.125,12.222,117.017,220.142,84.76,58.208,26.08,12.664,2.441,26.823,4.885,49.429,-10.405,3.812,4.688,8.5,44.853,1.812,2.875,0.688,0.688,2.188,2.688,2.062,0.25,1.25,3.062,3.876,1,3.25,2.562,1.688,0,0,0,,0.938,0.938,0.812,84.615,1,0.188,0.125,0.188,0.062,0.5,0.938,-0.438,0,0,0,,0,,0,,,3.375,0.688,0.062,0,0.438,14.286,6,0.375,0.125,0.562,0.5,0.625,5.5,66.667,2.688,10.412,0.625,9,3.41,0.813,1,4.979,-3.979,8,3.213,1.412,0,0,,0,1,12.375,5.062,0.688
Touk Miller,Gold Coast,29,29.85,Midfielder,23,15.691,107.87,91.522,62,2.696,16,8,78.174,11.087,13.652,24.739,72.056,65.49,77.389,71.831,4.696,52.778,44.815,5.261,1.087,2.478,9.982,3.652,6.774,393.609,15.91,312.497,706.105,339.445,208.269,30.617,27.85,2.06,30.694,6.626,50.197,7.698,10.435,14.522,24.957,41.812,1.87,6.87,1.217,2.391,4.478,4.217,3.261,2,1.609,10.217,7.07,1.913,8.217,11.174,3.652,14.913,53.931,2.217,14.869,2.522,4.739,5.522,85.039,2.957,0.174,0.609,0.087,0.435,1.13,0.609,0.522,0,0,0,,0,,0,,,4.522,1,0.043,100,0.043,0,16,0.696,0.522,1.391,0.609,1.478,9.217,50,7.478,29.452,1.217,32,3.08,0.295,17,3.143,0.975,15,3.009,-0.475,0,0,,0.217,1.304,17.87,7.174,0.217
Lachie Weller,Gold Coast,29,29.85,Midfielder,19,7.889,60.421,54.211,4,0.211,1,0,76.158,7.684,7.684,15.368,72.603,64.384,80.822,67.354,2.263,51.163,50,2.947,1.421,2.263,6.791,2.842,5.407,320.158,20.832,134.909,455.067,259.325,169.662,34.216,27.457,3.573,25.383,1.961,43.181,4.475,5.158,10.421,15.579,33.108,2.368,4.105,0.368,0.737,3.368,3.105,2.684,0.526,1,7.211,-3.898,2.474,6,5.421,1.684,1.421,5.037,0.105,7.407,1.421,1.526,1.789,79.412,2.421,0.053,0.105,0.105,0.263,0.474,0.421,0.053,0,0,0,,0,,0,,,2,0.263,0.105,50,0.053,0,3,0.158,0.368,0.632,0.684,0.789,5.526,25,3.632,13.583,0.789,12,2.928,-0.844,4,3.516,-1.516,8,2.634,-0.509,0,0,,0.474,0.579,10.632,4.842,0.263
Ben Long,Gold Coast,28,28.36,Gen. Forward,24,8.825,65.25,60.375,8,0.333,3,1,83.833,8,2.792,10.792,61.39,55.729,77.612,62.162,2.083,50,74.131,2.5,0,2.833,3.809,2.75,3.924,219.875,20.375,82.143,302.018,235.374,105.341,30.208,-1.357,-0.493,37.213,0.718,46.6,1.676,4.583,6.292,10.875,42.146,0.667,2.042,1.417,0.375,1.667,4.042,1.792,0.25,0.833,1.917,44.241,0,0.583,3.708,6.583,0,0,0,,0.375,0.375,0.625,73.333,4.542,0.917,2.417,0.083,1.542,0.667,1.167,-0.5,0,0,0,,0,,0,,,1.917,1.042,0,,1.542,29.73,45,1.875,1.083,3.5,0.667,0.875,16.542,53.571,5.958,23.214,0.417,84,3.259,0.264,59,3.452,0.293,25,2.804,0.196,0,0,,0.125,1.625,11.667,1.125,0.542
Ben Ainsworth,Gold Coast,27,27.88,Gen. Forward,24,6.612,58.5,56.583,2,0.083,1,0,76.875,7.292,6.125,13.417,72.05,64,81.633,71.028,2.458,61.017,54.348,2.917,0.417,1.75,7.667,2.083,6.44,225.458,16.804,136.445,361.903,223.352,127.821,31.165,1.142,0.187,32.161,9.988,50.465,9.866,3.542,9.875,13.417,26.398,1.125,2.875,1.333,0.375,2.5,2.917,2.458,0.125,1.208,5.292,21.564,0.458,3.208,5.458,4.292,0,0,0.125,,0.375,0.5,0.292,71.429,3.542,0.167,0.875,0.042,0.542,0.25,0.417,-0.167,0,0,0,,0,,0,,,1.625,0.667,0.042,0,0.167,50,23,0.958,0.583,2.042,0.792,1.333,11.625,46.939,5.458,21.833,0.375,49,3.12,-0.018,23,3.034,-0.121,26,3.197,0.073,0,0,,0.083,0.5,9.042,2.417,0.167
Liam Baker,West Coast,27,27.92,Gen. Defender,23,11.248,91.652,79.435,18,0.783,4,2,84.522,11.261,10.826,22.087,70.079,57.529,83.133,69.96,3.217,45.946,50.984,3.739,2.652,4.13,5.347,4.217,5.237,350.783,15.882,243.016,593.798,298.618,180.966,26.934,27.359,2.527,23.742,-1.092,54.358,-3.075,9.391,12.565,21.957,42.772,5.478,7.565,0.565,1.391,6.174,6.043,5.217,0.391,2.13,7.783,-15.644,5.913,8.348,6.435,1.261,5.13,18.21,0.826,16.102,1.739,2.565,2.348,75.926,3.652,0.13,0.174,0.696,0.478,1.348,1.478,-0.13,0,0,0,,0,,0,,,3.652,0.522,0.217,20,0.043,0,5,0.217,0.217,0.565,0.391,0.826,4.304,38.462,3.609,19.715,1.304,13,3.387,-0.694,6,3.501,0.665,7,3.288,-1.86,0.435,3.39,80,0.739,1.652,16.609,10.13,0.826
Oscar Allen,West Coast,26,26.78,Key Forward,12,7.208,58.583,49.75,0,0,0,0,88.333,6.75,2.083,8.833,68.868,67.901,72,61.321,1.083,46.154,76.415,1.25,1.417,1.75,5.048,2,4.417,188.583,21.349,67.815,256.398,199.976,94.624,29.626,1.169,0.561,22.385,-3.741,52.067,-1.22,3.917,5.083,9,43.519,2.25,1.917,1,0.75,1.167,3.833,1.833,0,0.5,1.333,7.39,1.833,2.167,2.167,2.833,0,0,0,,0.083,0.083,0.083,100,3.333,0.583,1.083,0.167,0.75,1.167,0.667,0.5,0.667,0.707,0.083,12.5,0.083,100,0,100,0,2.417,0.75,0.667,37.5,1.5,33.333,12,1,0.417,1.833,0.333,0.417,8.5,54.545,2.75,14.043,0.25,22,3.342,0.158,15,3.504,0.296,7,2.996,-0.139,0.083,0.633,100,0.083,2.417,7,2.5,2.083
Harry Edwards,West Coast,25,25.24,Key Defender,16,9.469,61.125,41.188,10,0.625,2,0,84.312,6,3.375,9.375,83.333,81.25,87.037,70.068,0.875,42.857,64,0.875,2.812,1.75,5.357,2.062,4.545,198.625,21.187,106.652,305.277,187.282,94.679,31.878,0.487,0.147,16.371,1.606,57.387,-1.207,3.75,5.625,9.375,40,5.125,2,0,0.875,1.125,3.688,2,0.062,0.375,2.062,-46.867,5.562,2.688,1.125,0,0,0,0,,0.125,0.125,0.062,100,4.25,1.125,0,2.375,0,0.75,0.688,0.062,0.125,0.133,0,0,0,,0,,,1.25,0,3.125,30,0,,0,0,0,0,0.062,0.062,0.375,,1.125,5.96,0.625,0,,,0,,,0,,,0.125,0.966,100,0.188,7.062,5.312,4.125,6.375
Tyler Brockman,West Coast,23,23.1,Gen. Forward,20,7.07,52.95,49.3,0,0,0,0,76.1,5.6,5.8,11.4,67.982,57.143,78.448,73.684,1.05,42.857,49.123,1.65,0.4,2.4,4.75,1.8,6.333,133.2,11.684,144.988,278.188,122.614,68.288,21.895,5.508,0.95,27.99,2.565,57.548,4.952,5.35,6.2,11.55,46.32,1.1,3.65,1,1.6,2.05,3.25,2.25,0.25,0.9,2.9,13.398,0.6,4.1,3.85,3,3.35,11.901,0.75,22.388,0.85,1.6,1.5,80,2.45,0.25,0.65,0.05,0.45,0.9,1.05,-0.15,0,0,0,,0,,0,,,2.75,1,0,,0.3,33.333,14,0.7,0.6,1.4,0.35,0.65,7.2,50,3.55,19.613,0.8,28,3.699,-0.27,15,3.76,-0.56,13,3.629,0.063,0,0,,0.05,1.15,13.45,4.5,0.45
Matthew Owies,West Coast,28,28.78,Gen. Forward,16,3.525,42.938,43.875,0,0,0,0,71.188,5.562,3.375,8.938,54.545,47.191,66.667,61.972,1.125,61.111,62.238,1.625,0.25,1.75,5.107,1.812,4.931,149.5,16.727,103.136,252.636,136.669,74.305,25.427,10.931,3.239,27.11,-0.126,55.499,-4.705,3.5,5.438,8.938,39.161,0.938,2.375,0.812,0.562,1.812,2.75,2.062,0.188,0.875,2.25,14.999,0.5,2.438,3.625,2.375,0,0,0.125,,0.375,0.5,0.562,66.667,2.875,0.312,0.812,0.125,0.438,0.438,0.438,0,0,0,0,,0,,0,,,2.375,1.312,0,,0.688,18.182,7,0.438,0.562,1.375,0.188,0.75,4.875,31.818,2.812,15.254,0.312,22,3.314,-0.996,14,3.63,-1.13,8,2.761,-0.761,0,0,,0.125,1.062,13.375,3.312,0.625
Elijah Hewett,West Coast,21,21.59,Midfielder,20,7.52,63.9,60.95,6,0.3,2,1,74.25,7.3,8.95,16.25,64.308,48.63,77.095,64.308,2.25,40,44.923,2.9,0.7,2.55,6.373,2.95,5.508,240.45,14.797,151.214,391.664,221.968,113.72,30.616,6.56,0.733,26.136,1.315,46.392,-5.215,7.2,8.95,16.15,44.582,1.45,4.75,1.05,1.55,3.2,2.7,2.2,1.45,1,6.25,5.209,1.35,5.75,6.4,2.65,13.25,46.986,1.35,10.189,1.95,3.3,4.3,73.256,1.65,0,0.45,0.15,0.05,1,0.85,0.15,0,0,0,,0,,0,,,3.55,0.55,0,,0.15,0,10,0.5,0.55,1.15,0.4,0.9,6.45,43.478,3.95,21.409,0.75,23,3.09,-0.003,10,3.548,-0.048,13,2.738,0.031,0,0,,0,0.65,14.3,6.45,0.2
Reuben Ginbey,West Coast,21,21.3,Gen. Defender,23,8.6,70.913,55.13,2,0.087,2,0,87.391,8.609,4.739,13.348,72.638,67.172,82.569,65.798,0.652,20,64.495,0.652,4.217,2.696,4.952,3.478,3.837,251.043,18.808,119.147,370.19,224.17,103.492,26.172,10.718,2.304,15.676,-3.696,58.164,-6.081,5.522,7.652,13.174,41.914,6.217,3.783,0,0.87,2.913,4.913,3.304,0.043,1.13,3.913,-44.711,7.391,4.609,1.174,0,0.174,0.617,0,0,0.435,0.435,0.435,80,3.478,0.348,0,1.391,0.087,1.13,0.739,0.391,0.435,0.459,0.043,10,0,0,0,100,100,2.609,0,2,26.087,0,,0,0,0,0,0,0,0,,1.348,7.363,0.565,0,,,0,,,0,,,0.435,3.39,90,1.174,5.13,8.435,7,4.609
Tyrell Dewar,West Coast,21,21.76,Midfielder,16,5.412,44.375,48,0,0,0,0,68.812,9.062,3.688,12.75,66.176,61.379,77.966,63.235,1.938,41.935,71.078,2.062,2.312,2.812,4.533,3.062,4.163,327.375,25.676,130.517,457.892,287.489,176.286,31.723,9.59,2.646,21.73,1.934,50.816,1.093,2.688,9.812,12.5,21.5,1.938,1.875,0.125,0.125,1.75,2.062,1.5,0.125,0.812,5.875,-17.575,3.625,4.875,3,1,0,0,0,,0.188,0.188,0.312,80,3.375,0.062,0.25,0.438,0,0.438,0.688,-0.25,0,0,0,,0,,0,,,0.688,0,0.25,50,0.125,50,5,0.312,0.312,0.812,0.375,0.562,4.625,38.462,2.562,14.286,0.438,13,2.535,0.157,4,3.167,0.083,9,2.254,0.19,0.812,6.075,92.308,0.688,0.75,8.062,5.125,0.438
Brady Hough,West Coast,22,22.82,Midfielder,22,7.777,68.409,64.136,10,0.455,2,2,83.864,7.5,7.955,15.455,77.647,67.273,87.429,73.746,1.636,33.333,48.529,1.909,1.545,2.182,7.083,2.591,5.965,213.545,13.818,214.489,428.034,197.378,93.386,26.478,9.984,1.255,22.421,3.407,58.724,-5.082,4.818,10.909,15.727,30.636,3.136,3.5,0.136,0.636,2.864,2.818,2,0.273,0.773,5.818,-16.156,3.773,7.136,4.227,0.591,11.727,41.28,0.455,3.876,0.955,1.409,1.182,76.923,4.455,0.182,0.091,0.818,0.455,0.682,0.773,-0.091,0,0,0,,0,,0,,,3.273,0.273,0.409,0,0.045,100,3,0.136,0.091,0.318,0.273,0.545,2.818,42.857,2.864,15.594,0.682,7,2.813,0.044,3,3.212,-0.878,4,2.514,0.736,0.045,0.356,100,0.227,1.727,15.091,8.318,1.182
Harley Reid,West Coast,20,20.7,Midfielder,19,8.921,70.526,66.737,9,0.474,4,3,82.053,10.211,8.632,18.842,68.994,62.371,76.829,64.986,2.526,29.167,54.19,3.368,1.526,6.263,3.008,4.526,4.163,344.158,18.265,206.251,550.408,298.798,161.575,29.415,26.798,3.143,25.98,-2.801,55.698,-4.042,8.579,11.053,19.632,43.7,1.789,5.368,0.684,1.895,3.474,3.105,2.105,1.474,0.789,7.789,-1.899,2.474,7.263,8.053,1.842,16.526,59.134,1.632,9.873,2.263,3.895,4.789,70.33,2.526,0.368,0.368,0.053,0.316,1.842,3.158,-1.316,0,0,0,,0,,0,,,3.474,0.474,0.105,50,0.263,20,14,0.737,0.579,1.579,0.263,0.368,6.684,46.667,4.263,22.563,1,30,3.026,0.141,8,3.669,-0.294,22,2.792,0.299,0.316,2.39,100,1.105,0.684,19,8.579,0.263
Noah Long,West Coast,21,21.35,Gen. Forward,10,3.47,35,34.2,0,0,0,0,65.5,4,3.6,7.6,69.737,52.5,88.889,73.684,1.4,42.857,52.632,1.6,0.2,1.1,6.909,1,7.6,127.1,16.724,85.879,212.979,124.467,60.411,31.117,-0.253,-0.07,27.691,4.452,50.675,-0.675,2.4,5.7,8.1,29.63,0.7,1.5,0.5,0,1.5,1.4,0.9,0.3,0.4,3.3,10.044,0.5,3.3,2.4,1.9,0,0,0.1,,0.6,0.7,0.5,100,1.8,0,0.4,0,0.2,0.2,0.3,-0.1,0,0,0,,0,,0,,,2,0.6,0,,0.2,0,3,0.3,0.5,1,0.3,0.5,4.3,30,2.4,14.035,0,10,3.148,-0.848,4,3.238,-1.238,6,3.088,-0.588,0,0,,0.3,0.8,8.7,3.4,0.2
Archer Reid,West Coast,20,20.28,Key Forward,14,4.829,45.071,35.714,0,0,0,0,70.071,3.429,2.214,5.643,67.089,58.333,80.645,64.557,0.786,45.455,60.759,0.929,0.071,0.714,7.9,0.5,11.286,88.786,15.734,56.859,145.644,104.454,41.139,31.114,1.754,0.792,30.374,-3.707,54.224,5.776,4,2.214,6.214,64.368,0.714,1.429,0.786,0.5,0.929,3.071,1.071,0,0.286,0.643,29.559,0.143,1.5,1.786,2.786,3.357,11.663,0.143,4.255,0.571,0.714,0.786,72.727,2.071,0.786,1.214,0.071,0.5,1.071,0.214,0.857,14.214,15.355,5.214,36.683,1.071,20.548,0.143,35.616,38.356,1.571,0.571,0.286,25,1.5,33.333,5,0.357,0.714,1.214,0.571,1,6.714,29.412,2.929,15.589,0.5,17,3.705,-1.352,17,3.705,-1.352,0,,,0,0,,0,1.643,6.643,1.5,0.714
Ryan Maric,West Coast,21,21.31,Gen. Defender,22,7.559,85.136,75.182,0,0,0,1,78.773,14.273,6.636,20.909,76.304,73.885,81.507,73.203,1.091,33.333,68.261,1.136,4.136,2.682,7.797,3.773,5.542,380.818,18.213,272.247,653.065,360.464,223.239,25.255,3.645,0.553,16.758,-4.096,64.234,1.35,4.273,12.545,16.818,25.405,4,3.5,0.182,0.545,2.955,3.364,2.727,0.091,0.864,7.773,-28.985,6.273,6.864,3.227,0.455,0,0,0.045,,0.5,0.545,0.591,92.308,3.818,0.182,0.091,0.864,0.091,0.455,0.364,0.091,0,0,0,,0,,0,,,2,0,0.5,9.091,0.045,0,1,0.045,0,0.182,0.227,0.318,1.727,25,2.182,11.852,0.727,4,3.325,-1.825,3,3.619,-1.619,1,2.445,-2.445,4.227,32.632,97.849,1.636,1.727,9.545,5.864,1.273
Jack Hutchinson,West Coast,24,24.13,Midfielder,16,4.906,57.062,58.5,0,0,0,0,78,7.688,5.625,13.312,62.441,58.537,67.778,55.869,1.875,16.667,57.746,2.438,1.562,2.5,5.325,3.062,4.347,264.438,19.864,110.214,374.651,230.278,89.828,29.955,19.082,3.392,23.387,-5.117,56.848,-12.617,4.438,9.125,13.562,32.719,1.875,3.062,0.188,0.562,2.5,2.188,1.5,0.375,0.75,3.875,-8.537,2.812,4.625,5,1.125,5.188,18.652,0.438,8.434,0.812,1.25,1.688,62.963,4.125,0.062,0.25,0.375,0.312,0.812,0.688,0.125,0,0,0,,0,,0,,,3.062,0.375,0.188,0,0.188,33.333,1,0.062,0.438,0.812,0.25,0.25,2.312,7.692,2.875,15.082,0.625,13,2.834,-1.834,4,3.338,-1.338,9,2.609,-2.054,0,0,,0.25,1.625,13.938,7.062,1.062
Jamie Cripps,West Coast,33,33.69,Gen. Forward,21,7.319,60.905,58.19,3,0.143,1,0,86.19,7.667,3.619,11.286,66.667,62.112,76.316,60.338,2.095,45.455,67.932,2.762,0.571,2.048,5.512,2.81,4.017,239.619,21.232,93.333,332.952,232.78,113.187,30.552,4.015,1.109,28.258,3.56,50.531,0.379,3.857,7.571,11.429,33.75,1.238,2.333,1.143,0.333,2,3.095,2,0.333,0.762,3.524,17.584,0.905,2.857,3.952,3.714,0,0,0.095,,0.381,0.476,0.524,54.545,3.381,0.286,0.714,0.048,0.81,0.714,0.476,0.238,0,0,0,,0,,0,,,2.762,1.19,0.048,100,1.095,8.696,24,1.143,0.619,2.19,0.571,1,11.333,52.174,4.381,24.147,0.524,46,2.763,0.65,21,2.958,0.804,25,2.6,0.52,0,0,,0.238,0.81,13.714,4.048,0.333
Jeremy McGovern,West Coast,33,33.71,Key Defender,6,10.883,89.167,63.833,1,0.167,1,0,74.5,12.167,5.667,17.833,83.178,83.562,82.353,78.505,0.5,66.667,68.224,0.5,6.833,3.167,5.632,2.5,7.133,362.667,20.336,258.055,620.722,342.323,237.727,28.136,15.54,2.742,13.966,-1.29,62.879,10.36,4.667,8.167,12.833,36.364,7.167,2.5,0,0.667,1.833,4.333,2.167,0,0.667,3.333,-43.729,7.667,3.667,1.5,0,0,0,0,,0.333,0.333,0.167,100,5,1,0,2.167,0,1,1.333,-0.333,0.167,0.174,0,0,0,,0,,,1,0,2.167,23.077,0,,0,0,0,0.167,0,0,0,0,1.667,8.929,1,1,2.531,-2.531,0,,,1,2.531,-2.531,4,30,95.833,0,5,6.333,5.5,4.667
Tim Kelly,West Coast,31,31.43,Mid-Forward,20,8.735,74.2,63.3,7,0.35,2,0,81.05,8.75,8.85,17.6,70.17,57.714,82.486,67.429,3,36.667,49.716,3.3,1.3,2.55,6.902,3.35,5.254,269.5,15.312,171.817,441.317,248.664,101.886,28.582,6.634,0.754,28.353,-1.02,51.709,-4.375,7.65,10.55,18.2,42.033,1.65,6,1.2,1.7,4.3,3.25,2.95,0.85,1.7,7.1,0.136,2.4,6.75,6.75,2.3,13.5,47.872,1.3,9.63,2.2,3.5,3.45,76.812,2.75,0.1,0.15,0.15,0.25,0.65,0.95,-0.3,0,0,0,,0,,0,,,2.85,0.35,0,,0.05,100,5,0.25,0.4,0.75,0.3,1.05,4.45,33.333,4.4,24.044,1.2,15,3.152,-0.619,6,3.375,-0.042,9,3.003,-1.003,0,0,,0.3,0.7,16.05,7.55,0.2
Liam Duggan,West Coast,29,29.05,Gen. Defender,21,7.957,79.667,79.095,0,0,0,0,83.143,15.19,5.048,20.238,74.118,69.279,88.679,64.775,2.762,51.724,75.059,2.857,5.571,2.905,6.967,4.667,4.337,458.714,22.666,241.765,700.479,425.733,221.231,28.473,9.22,1.827,19.073,-1.484,57.069,-5.929,4.048,13.333,17.381,23.288,4.619,3.238,0.048,0.762,2.476,2.905,2.286,0.143,1,6.286,-27.024,6.714,5.905,4.619,0.143,1,3.541,0.238,23.81,0.667,0.905,0.905,89.474,5.762,0.19,0.048,1.238,0.048,0.476,0.714,-0.238,0,0,0,,0,,0,,,1.952,0.095,0.476,20,0,,0,0,0,0,0.286,0.476,1.905,,3.095,16.539,1.143,0,,,0,,,0,,,2.81,21.612,93.22,0.524,1.476,11.048,7.857,1.143
Jack Graham,West Coast,27,27.84,Mid-Forward,18,10.772,88,82.667,11,0.611,2,0,81,9.889,9.333,19.222,72.543,64.607,80.952,68.208,3.167,38.596,51.445,3.556,1.222,3.833,5.014,4.111,4.676,279.611,14.546,214.658,494.269,271.271,121.119,27.432,3.812,0.408,27.4,-0.614,53.381,-2.191,8.5,11.833,20.333,41.803,2.833,5.5,0.611,1.722,3.778,3.778,2.667,1,0.833,8.5,-0.554,1.944,8.111,8.5,1.778,11.222,40.239,1.111,9.901,2.444,3.556,3.333,78.333,2,0.056,0.111,0.111,0.167,1.611,1.833,-0.222,0.056,0.059,0,0,0,,0,,,7.833,0.611,0.056,100,0.056,0,2,0.111,0.222,0.5,0.333,0.611,3.167,22.222,4,21.429,1,9,2.972,-1.195,1,2.388,3.612,8,3.045,-1.795,0,0,,0.056,1.111,26,13.444,0.278
Tom Cole,West Coast,28,28.59,Gen. Defender,18,8.428,76.889,66.444,0,0,0,0,79.111,8.667,7.722,16.389,81.695,82.051,81.295,78.571,1.333,50,52.881,1.444,2.556,2.222,7.375,2.056,7.973,219.778,13.41,198.416,418.193,194.356,129.393,22.426,18.514,2.432,19.531,-4.864,65.998,3.335,4.722,10.778,15.5,30.466,5,3.722,0.056,0.667,3.056,4,3.056,0,1.389,4.944,-29.529,6.667,5.556,3,0.278,0,0,0,,0.5,0.5,0.278,100,5,0.222,0.056,1.167,0.222,0.611,0.944,-0.333,0,0,0,,0,,0,,,2.944,0.056,0.722,30.769,0,,1,0.056,0.111,0.167,0.167,0.278,1.556,33.333,2.167,11.712,1,3,3.333,-0.667,1,2.061,3.939,2,3.969,-2.969,1.056,8.407,78.947,0.722,2.556,11.111,8.111,1.944
Matt Flynn,West Coast,28,28.29,Ruck,18,9.044,82.667,78.722,0,0,0,0,81.056,6.722,6,12.722,56.332,42.149,72.222,60.793,1.833,42.424,52.838,2.389,0.833,3.333,3.817,3.056,4.164,166.056,13.052,132.187,298.243,171.188,71.917,26.113,3.239,0.54,25.684,-3.004,50.684,-10.478,7.444,5.778,13.222,56.303,2.944,3.389,0.167,0.833,2.556,3.722,1.778,0,0.444,3,-4.714,1.944,5.111,5.111,1.056,21.333,76.494,0.889,4.167,1.556,2.444,3.556,67.188,4.056,1.556,0.556,1.5,0.056,1,1.278,-0.278,70.222,72.56,24.611,35.047,6.444,26.185,1.056,41.084,36.569,2.611,0.444,0.611,27.273,1.167,9.524,6,0.333,0.167,0.556,0.222,0.5,3.778,60,3.333,18.127,1.667,10,4.069,-0.169,10,4.069,-0.169,0,,,0,0,,0,3.167,11.556,5.778,2.278
