Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Luke Edwards,West Coast,19,19.96,Midfielder,8,3.875,43.75,46.125,0,0.0,0,0,65.125,7.125,5.375,12.5,74.0,66.667,83.721,57.0,1.125,0.75,133.5,10.68,1.625,7.692,2.625,4.762,22.669,4.117,63.046,-4.118,3.5,9.25,12.75,27.451,1.875,2.625,0.25,0.75,1.875,2.5,1.875,0.125,0.75,5.375,0.25,1.005,0.125,50.0,0.625,0.75,0.5,75.0,3.25,0.0,0.125,0.125,0.125,0.625,0.5,0.125,0.0,0.0,0.0,,0.0,,0.0,1.25,0.0,0.25,50.0,0.125,0.0,0,0.0,0.125,0.125,0.375,0.0,2.625,13.636,0.5,1,3.806,-2.806,1,3.806,-2.806,0,,,0.0,0.0,,0.125,0.625,11.75,5.625,0.25
Brett Bewley,Fremantle,26,26.71,Midfielder,6,3.95,50.667,49.5,0,0.0,0,0,61.5,7.167,5.333,12.5,74.667,65.116,87.5,57.333,0.833,1.0,180.0,14.4,2.167,5.769,2.0,6.25,23.349,-3.349,58.049,-5.549,3.5,8.667,12.167,28.767,2.833,2.667,0.333,0.833,1.833,2.833,2.0,0.0,1.0,5.167,0.0,0.0,0.0,,0.5,0.5,0.833,60.0,2.667,0.0,0.167,0.333,0.333,0.833,0.5,0.333,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,0.167,100.0,0.0,,2,0.333,0.0,0.333,0.0,100.0,3.0,15.254,0.667,2,3.581,2.419,1,4.927,1.073,1,2.236,3.764,0.0,0.0,,0.0,1.167,8.0,4.5,0.667
Jake Stein,Greater Western Sydney,27,27.95,Key Defender,6,6.117,43.5,30.167,0,0.0,0,0,86.167,4.833,1.833,6.667,80.0,79.31,81.818,72.5,0.0,1.5,100.167,15.025,2.167,3.077,1.667,4.0,15.906,1.336,66.486,-4.417,2.833,4.5,7.333,38.636,3.333,1.0,0.0,0.333,0.667,2.833,1.0,0.0,0.167,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,3.333,0.667,0.167,1.333,0.0,0.333,1.0,-0.667,0.0,0.0,0.0,,0.0,,0.0,1.167,0.0,3.5,42.857,0.0,,0,0.0,0.0,0.0,0.0,,1.0,4.444,0.333,0,,,0,,,0,,,0.167,1.449,100.0,0.0,7.5,6.667,5.333,5.167
Adam Kennedy,Greater Western Sydney,29,29.47,Midfielder,9,7.778,65.111,57.778,0,0.0,0,0,82.444,8.0,6.556,14.556,83.206,73.611,94.915,54.962,2.0,1.667,209.667,14.405,1.333,10.917,2.222,6.55,24.217,2.649,57.714,6.465,5.0,9.889,14.889,33.582,4.0,3.556,0.444,1.111,2.444,3.667,2.556,0.333,1.222,5.222,0.0,0.0,0.111,,1.222,1.333,1.0,100.0,3.889,0.444,0.222,0.778,0.0,0.556,0.556,0.0,0.0,0.0,0.0,,0.0,,0.0,2.333,0.222,0.444,25.0,0.111,0.0,1,0.111,0.111,0.333,0.111,33.333,2.889,13.402,0.556,3,2.309,0.024,3,2.309,0.024,0,,,0.111,1.163,100.0,0.111,1.889,13.778,6.778,0.667
Robbie Tarrant,North Melbourne,32,32.68,Key Defender,10,5.92,65.3,60.0,0,0.0,0,0,84.3,10.4,4.1,14.5,85.517,80.769,97.561,71.724,0.4,3.3,202.0,13.931,2.7,5.37,1.6,9.062,15.54,-1.541,71.938,2.062,3.0,10.8,13.8,21.739,5.4,1.6,0.0,0.3,1.3,2.9,1.6,0.1,0.7,3.2,0.0,0.0,0.0,,0.1,0.1,0.1,100.0,6.7,0.5,0.0,1.6,0.0,0.7,1.4,-0.7,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,2.6,34.615,0.0,,0,0.0,0.0,0.0,0.1,,1.8,9.574,0.6,0,,,0,,,0,,,0.3,2.326,100.0,0.0,4.4,5.9,5.1,4.0
Toby McLean,Western Bulldogs,25,25.91,Gen. Forward,3,6.067,65.0,64.667,0,0.0,0,0,74.333,5.667,8.333,14.0,69.048,47.059,84.0,40.476,1.667,0.333,161.0,11.5,2.0,7.0,2.667,5.25,31.688,1.645,48.818,-23.818,5.0,10.0,15.0,33.333,1.0,3.333,0.333,2.0,1.333,3.0,2.0,0.333,0.667,5.0,1.0,3.75,0.0,0.0,1.667,1.667,1.667,100.0,3.0,0.0,0.667,0.0,0.333,1.0,0.333,0.667,0.0,0.0,0.0,,0.0,,0.0,4.333,0.667,0.0,,0.333,100.0,2,0.667,0.667,1.667,0.667,40.0,3.667,13.095,0.667,5,3.329,-0.529,1,3.2,-2.2,4,3.361,-0.111,0.0,0.0,,0.0,2.333,17.0,7.667,0.333
Jarrod Lienert,Port Adelaide,27,27.4,Gen. Defender,5,6.98,73.4,65.0,0,0.0,0,0,77.8,12.4,4.4,16.8,78.571,75.806,86.364,73.81,1.8,4.6,373.0,22.202,2.2,7.636,4.0,4.2,17.35,-1.833,54.881,-3.157,3.8,10.8,14.6,26.027,4.6,3.0,0.0,0.6,2.4,3.0,2.4,0.0,0.8,6.0,0.0,0.0,0.2,,0.6,0.8,0.6,100.0,4.2,0.4,0.0,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,,0.0,,0.0,1.6,0.0,0.2,0.0,0.2,100.0,1,0.2,0.0,0.2,0.0,100.0,2.4,11.65,0.8,1,2.547,3.453,0,,,1,2.547,3.453,1.8,16.364,100.0,0.2,3.0,8.0,4.8,2.4
Leo Connolly,St Kilda,20,20.4,Gen. Defender,7,5.1,42.0,43.286,0,0.0,0,0,68.286,8.0,3.857,11.857,75.904,73.214,81.481,67.47,1.286,1.857,216.571,18.265,1.857,6.385,2.571,4.611,20.95,-5.264,58.33,2.454,2.286,9.286,11.571,19.753,1.571,1.857,0.143,0.571,1.286,2.0,1.714,0.0,0.286,5.143,0.0,0.0,0.0,,0.286,0.286,0.143,0.0,3.143,0.143,0.286,0.143,0.0,0.143,0.429,-0.286,0.0,0.0,0.0,,0.0,,0.0,0.571,0.0,0.714,20.0,0.0,,1,0.143,0.143,0.286,0.143,50.0,2.0,9.459,0.286,2,4.066,-0.566,2,4.066,-0.566,0,,,0.571,5.882,75.0,1.0,0.714,5.714,3.429,0.571
Aaron vandenBerg,Melbourne,29,29.83,Midfielder,4,2.25,22.75,25.25,0,0.0,0,0,30.75,4.5,2.25,6.75,66.667,55.556,88.889,66.667,1.5,0.75,139.75,20.704,2.25,3.0,1.25,5.4,25.993,14.007,49.668,10.332,1.5,5.0,6.5,23.077,1.0,1.5,0.75,0.75,0.75,0.75,0.75,0.0,0.5,3.0,2.5,10.309,0.25,10.0,0.5,0.75,0.75,66.667,0.75,0.0,0.0,0.25,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.25,0.0,,0.0,,0,0.0,0.0,0.5,0.25,0.0,2.25,10.0,0.25,2,2.031,-2.031,0,,,2,2.031,-2.031,0.0,0.0,,0.0,0.25,6.5,3.75,0.25
Ben Davis,Adelaide,24,24.61,Gen. Defender,4,6.45,41.75,33.0,0,0.0,0,0,57.0,5.0,3.75,8.75,77.143,75.0,80.0,57.143,0.75,0.5,128.75,14.714,0.5,17.5,1.5,5.833,24.545,-9.545,65.408,-5.408,3.25,5.5,8.75,37.143,3.5,2.25,0.0,1.0,1.25,3.25,2.25,0.0,0.75,3.25,0.0,0.0,0.0,,0.0,0.0,0.0,,2.5,0.25,0.0,1.0,0.0,0.75,0.25,0.5,0.0,0.0,0.0,,0.0,,0.0,0.75,0.25,0.75,33.333,0.0,,0,0.0,0.0,0.0,0.0,,1.25,6.41,0.5,0,,,0,,,0,,,0.0,0.0,,0.25,0.75,10.0,8.0,0.75
Dean Kent,St Kilda,27,27.84,Gen. Forward,7,4.543,59.286,65.571,0,0.0,0,0,78.714,8.0,5.714,13.714,67.708,57.143,82.5,58.333,4.143,0.429,264.0,19.25,2.714,5.053,3.0,4.571,29.24,-3.659,47.403,3.759,3.143,10.714,13.857,22.68,0.714,2.143,0.714,0.571,1.571,3.0,2.0,0.0,0.714,4.286,0.0,0.0,0.0,,0.143,0.143,0.0,,5.0,0.286,1.286,0.143,0.857,0.429,1.0,-0.571,0.143,0.16,0.0,0.0,0.0,,0.0,3.143,1.286,0.0,,0.714,20.0,5,0.714,0.857,1.857,0.571,38.462,4.857,22.819,0.286,13,3.084,-0.315,7,3.415,-1.844,6,2.698,1.469,0.0,0.0,,0.286,1.286,17.0,3.143,0.286
Sydney Stack,Richmond,21,21.67,Gen. Defender,7,9.857,75.286,67.571,6,0.857,1,0,76.857,8.571,8.143,16.714,80.342,78.333,82.456,51.282,1.857,2.571,264.0,15.795,3.0,5.571,2.571,6.5,20.61,1.209,59.533,9.557,5.286,11.714,17.0,31.092,5.0,3.714,0.0,1.0,2.714,4.857,3.429,0.0,1.286,5.714,0.0,0.0,0.0,,0.286,0.286,0.143,100.0,5.143,0.571,0.143,1.571,0.143,0.714,0.714,0.0,0.0,0.0,0.0,,0.0,,0.0,2.429,0.0,0.571,25.0,0.286,50.0,2,0.286,0.143,0.429,0.429,66.667,2.857,13.889,0.429,3,3.166,1.167,2,3.523,-0.023,1,2.453,3.547,0.143,1.562,100.0,0.0,1.571,12.286,8.429,0.857
Ryan Garthwaite,Richmond,23,23.5,Key Defender,5,5.5,54.0,38.4,0,0.0,0,0,95.4,5.0,5.0,10.0,80.0,80.0,80.0,50.0,0.8,2.4,104.6,10.46,2.0,5.0,1.8,5.556,18.517,-4.88,64.492,-5.401,3.0,6.4,9.4,31.915,4.6,1.8,0.0,0.0,1.8,3.0,1.8,0.0,0.4,3.4,0.0,0.0,0.0,,0.0,0.0,0.0,,2.2,0.4,0.0,0.8,0.0,0.8,0.4,0.4,0.0,0.0,0.0,,0.0,,0.0,1.8,0.0,3.2,31.25,0.0,,0,0.0,0.0,0.0,0.0,,1.6,8.247,0.6,0,,,0,,,0,,,0.0,0.0,,0.0,6.6,9.0,7.2,5.6
Jamarra Ugle-Hagan,Western Bulldogs,19,19.74,Key Forward,5,3.74,47.0,42.0,0,0.0,0,0,68.8,5.0,2.0,7.0,60.0,48.0,90.0,71.429,1.2,0.0,120.8,17.257,2.6,2.692,1.6,4.375,34.392,1.972,54.717,-9.263,3.0,4.4,7.4,40.541,0.6,2.0,1.6,0.6,1.4,2.8,1.8,0.0,0.8,1.8,0.0,0.0,0.0,,0.2,0.2,0.0,,2.8,0.6,1.8,0.0,1.4,0.6,0.4,0.2,0.0,0.0,0.0,,0.0,,0.0,1.6,1.0,0.0,,1.4,0.0,7,1.4,0.4,2.8,0.2,50.0,4.2,18.421,0.4,14,3.292,-0.149,11,3.241,0.123,3,3.477,-1.144,0.0,0.0,,0.0,1.0,8.2,1.2,0.4
Connor West,West Coast,22,22.65,Mid-Forward,5,4.54,50.8,50.8,0,0.0,0,0,76.8,7.0,5.6,12.6,65.079,57.143,75.0,55.556,2.4,0.4,177.6,14.095,3.4,3.706,4.6,2.739,26.607,-5.179,53.597,-7.168,6.8,6.6,13.4,50.746,2.0,5.6,1.4,3.0,2.6,5.2,4.4,0.2,1.4,3.4,2.8,10.37,0.0,0.0,1.0,1.0,1.0,60.0,3.2,0.4,0.6,0.0,0.6,0.8,1.4,-0.6,0.0,0.0,0.0,,0.0,,0.0,2.6,1.4,0.0,,0.4,50.0,1,0.2,0.8,1.2,0.4,16.667,3.4,15.888,0.6,6,2.92,-1.254,3,2.925,-1.925,3,2.916,-0.582,0.0,0.0,,0.0,0.4,20.4,6.2,0.2
Ben Ronke,Sydney,24,24.03,Gen. Forward,2,0.8,9.5,7.5,0,0.0,0,0,32.5,1.0,1.5,2.5,80.0,100.0,66.667,40.0,0.0,0.0,32.0,12.8,0.0,,0.5,5.0,15.48,-15.48,55.805,-5.805,1.0,1.5,2.5,40.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,0,,,0,,,0.0,0.0,,0.0,0.0,3.5,1.0,0.0
Anton Tohill,Collingwood,22,22.04,Key Defender,1,2.2,39.0,29.0,0,0.0,0,0,89.0,4.0,5.0,9.0,77.778,75.0,80.0,44.444,1.0,2.0,150.0,16.667,2.0,4.5,2.0,4.5,16.355,8.645,60.092,-10.092,2.0,7.0,9.0,22.222,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,,2.0,10.526,0.0,0,,,0,,,0,,,0.0,0.0,,0.0,6.0,2.0,2.0,5.0
Nakia Cockatoo,Brisbane,25,25.18,Gen. Forward,7,6.143,42.571,32.571,0,0.0,0,0,61.571,2.571,3.429,6.0,80.952,77.778,83.333,42.857,0.429,0.0,50.714,8.452,0.857,7.0,1.0,6.0,28.681,12.986,60.868,14.133,3.143,3.286,6.429,48.889,0.714,2.286,1.286,1.0,1.286,2.857,2.143,0.0,1.143,1.857,0.0,0.0,0.143,,0.143,0.286,0.286,100.0,0.714,0.143,0.143,0.0,0.0,0.571,0.571,0.0,0.0,0.0,0.0,,0.0,,0.0,3.143,1.714,0.0,,1.143,25.0,5,0.714,0.143,0.857,0.571,83.333,3.143,12.022,0.429,6,4.196,0.971,1,4.867,1.133,5,4.062,0.938,0.0,0.0,,0.0,1.857,11.714,4.143,1.0
Mark Hutchings,West Coast,30,30.6,Mid-Forward,4,3.7,33.25,39.75,0,0.0,0,0,60.0,5.75,3.75,9.5,68.421,47.826,100.0,60.526,1.25,0.5,119.25,12.553,1.75,5.429,1.25,7.6,22.71,8.869,63.082,5.339,2.75,6.5,9.25,29.73,1.5,2.0,0.0,0.5,1.5,1.5,1.25,0.25,0.25,3.5,5.0,18.349,0.75,15.0,0.5,1.25,1.5,83.333,2.25,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,0.0,,0.25,100.0,0,0.0,0.0,0.25,0.25,0.0,2.25,11.392,0.25,1,2.885,-2.885,0,,,1,2.885,-2.885,0.0,0.0,,0.0,1.0,9.0,4.75,0.25
Dylan Clarke,Essendon,23,23.31,Mid-Forward,4,6.525,59.75,58.75,0,0.0,0,0,81.5,6.25,9.0,15.25,83.607,72.0,91.667,40.984,3.5,0.5,141.0,9.246,2.5,6.1,2.25,6.778,31.626,-17.34,58.744,-11.125,5.25,11.0,16.25,32.308,1.5,3.25,0.75,1.75,1.5,3.0,2.25,0.75,0.75,6.5,0.75,2.564,0.25,33.333,2.0,2.25,1.75,100.0,4.25,0.25,1.0,0.5,0.0,1.0,1.25,-0.25,0.0,0.0,0.0,,0.0,,0.0,2.25,0.25,0.0,,0.25,100.0,2,0.5,0.0,0.5,0.0,100.0,4.25,18.085,1.0,2,4.824,1.176,2,4.824,1.176,0,,,0.0,0.0,,0.0,0.75,17.75,6.5,0.0
Jacob Townsend,Gold Coast,28,28.53,Gen. Forward,2,8.9,65.0,56.0,0,0.0,0,0,76.0,7.5,4.5,12.0,87.5,100.0,66.667,62.5,3.0,0.5,188.5,15.708,6.5,1.846,3.5,3.429,29.789,3.544,57.33,26.003,6.0,6.0,12.0,50.0,2.0,3.5,1.0,1.0,2.5,4.0,2.0,0.0,1.5,3.0,2.0,9.091,0.0,0.0,1.0,1.0,1.5,66.667,4.0,1.0,0.0,1.0,0.0,1.0,3.0,-2.0,8.5,10.625,1.5,17.647,0.0,0.0,0.5,2.5,1.0,0.0,,4.0,12.5,3,1.5,0.0,1.5,1.0,100.0,4.0,25.806,1.5,3,4.234,1.766,2,4.136,1.864,1,4.431,1.569,0.0,0.0,,0.0,1.5,13.5,4.0,1.5
Dan Hannebery,St Kilda,30,30.84,Midfielder,2,7.4,67.0,58.5,0,0.0,0,0,58.5,9.0,11.0,20.0,70.0,50.0,86.364,45.0,1.0,1.5,241.5,12.075,3.5,5.714,3.5,5.714,21.271,-3.624,47.001,11.823,9.0,11.5,20.5,43.902,2.5,7.0,0.5,2.5,4.5,3.0,3.0,2.0,2.0,8.5,6.5,23.636,1.0,15.385,4.0,5.0,4.5,77.778,2.0,0.0,0.0,0.0,0.5,0.5,1.0,-0.5,0.0,0.0,0.0,,0.0,,0.0,1.5,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,,3.0,15.789,0.5,0,,,0,,,0,,,0.0,0.0,,0.0,0.0,13.5,6.0,0.0
Joel Smith,Melbourne,25,25.84,Key Defender,3,3.9,42.0,29.667,0,0.0,0,0,78.0,3.667,3.0,6.667,70.0,72.727,66.667,55.0,0.0,2.0,90.0,13.5,2.667,2.5,2.333,2.857,12.428,-3.337,65.395,-10.849,3.333,4.667,8.0,41.667,4.333,2.333,0.0,1.667,0.667,3.0,2.0,0.0,0.0,1.667,0.0,0.0,0.0,,0.333,0.333,0.0,,3.0,0.0,0.0,1.333,0.0,0.333,0.667,-0.333,0.0,0.0,0.0,,0.0,,0.0,1.333,0.0,1.333,25.0,0.0,,0,0.0,0.0,0.0,0.0,,1.0,4.11,0.333,0,,,0,,,0,,,0.333,5.0,0.0,0.0,5.333,5.333,5.0,4.333
Harry McKay,Carlton,24,24.01,Key Forward,19,9.305,77.368,70.053,28,1.474,4,8,86.158,8.105,1.632,9.737,64.324,61.688,77.419,83.243,1.368,0.053,219.526,22.546,2.316,4.205,2.158,4.512,28.875,-6.875,53.763,-5.763,5.526,4.579,10.105,54.688,0.211,1.211,0.842,0.632,0.579,5.368,1.158,0.0,0.211,0.789,0.0,0.0,0.0,,0.053,0.053,0.158,33.333,5.947,2.632,3.632,0.0,1.895,1.421,0.947,0.474,1.316,1.531,0.316,24.0,0.105,33.333,0.105,1.421,0.789,0.053,100.0,4.842,31.522,58,3.053,1.737,5.368,0.316,56.863,6.316,27.65,0.158,102,3.729,0.006,89,3.849,-0.017,13,2.908,0.169,0.0,0.0,,0.0,1.368,6.789,1.105,1.158
Jack Silvagni,Carlton,24,24.03,Gen. Forward,15,6.347,65.333,63.6,10,0.667,2,0,76.267,8.667,4.667,13.333,69.0,60.0,85.714,65.0,3.133,0.333,235.6,17.67,2.133,6.25,2.867,4.651,28.67,9.871,52.136,9.322,4.2,9.0,13.2,31.818,0.8,2.8,1.0,1.4,1.4,3.267,2.067,0.0,0.533,3.933,2.267,8.437,0.333,14.706,0.467,0.8,0.933,78.571,4.667,0.467,0.8,0.2,1.133,0.933,0.8,0.133,7.467,8.896,1.133,15.179,0.6,52.941,0.0,2.533,0.867,0.267,25.0,1.8,18.519,9,0.6,0.867,1.867,0.6,32.143,5.067,22.222,0.6,28,3.191,-0.798,18,3.331,-1.164,10,2.939,-0.139,0.0,0.0,,0.267,1.133,11.933,3.533,0.8
Lachie Fogarty,Carlton,22,22.75,Gen. Forward,17,8.565,64.588,63.235,2,0.118,1,0,71.353,8.176,6.294,14.471,67.48,55.396,83.178,56.504,2.529,0.647,212.412,14.679,2.118,6.833,3.588,4.033,28.979,-0.283,54.475,-6.648,5.706,8.647,14.353,39.754,1.647,4.529,1.588,1.588,2.941,4.0,3.353,0.235,1.412,4.235,1.647,5.957,0.471,28.571,0.941,1.412,0.765,92.308,3.353,0.118,0.647,0.235,0.235,0.941,0.647,0.294,0.0,0.0,0.0,,0.0,,0.0,3.647,0.706,0.0,,0.706,8.333,6,0.353,0.353,0.941,0.353,37.5,4.059,17.602,0.647,16,3.508,-0.883,8,3.996,-0.746,8,3.021,-1.021,0.0,0.0,,0.0,0.824,16.294,5.353,0.235
Paddy Dow,Carlton,22,22.2,Midfielder,17,7.512,52.294,47.941,1,0.059,1,1,63.471,5.588,8.647,14.235,66.116,44.211,80.272,39.256,2.294,0.824,188.647,13.252,2.529,5.628,2.471,5.762,27.776,-1.27,45.355,-6.8,6.412,7.824,14.235,45.041,1.412,5.235,0.647,2.0,3.235,2.118,1.824,0.647,0.706,5.353,11.706,42.161,1.0,8.543,1.824,2.824,3.471,69.492,1.647,0.0,0.235,0.059,0.059,0.529,0.765,-0.235,0.0,0.0,0.0,,0.0,,0.0,2.294,0.471,0.176,66.667,0.235,0.0,4,0.235,0.118,0.353,0.529,66.667,3.588,15.927,0.529,6,3.168,1.166,2,3.136,2.864,4,3.184,0.316,0.0,0.0,,0.412,0.294,11.765,5.765,0.059
Sam Walsh,Carlton,21,21.49,Midfielder,22,14.023,117.045,108.955,92,4.182,15,30,87.364,13.545,16.273,29.818,74.39,63.087,83.799,45.427,3.864,1.273,337.045,11.303,3.636,8.2,4.091,7.289,25.95,-1.141,56.649,0.603,11.455,18.545,30.0,38.182,2.682,8.818,1.364,3.682,5.136,4.818,4.0,1.318,1.955,11.636,18.955,67.695,1.682,8.873,3.0,4.682,4.909,77.778,5.773,0.318,0.318,0.318,1.0,1.091,1.455,-0.364,0.0,0.0,0.0,,0.0,,0.0,4.545,0.273,0.227,40.0,0.0,,12,0.545,0.273,1.227,0.682,44.444,6.5,28.831,1.591,27,2.779,0.11,8,2.919,0.206,19,2.719,0.07,0.0,0.0,,0.409,0.773,22.864,11.0,0.182
Liam Jones,Carlton,30,30.84,Key Defender,19,10.605,69.053,51.789,15,0.789,3,1,95.474,9.368,2.158,11.526,73.973,71.91,82.927,81.279,1.474,2.947,208.526,18.091,2.579,4.469,3.053,3.776,17.782,-2.577,62.865,0.877,5.789,5.737,11.526,50.228,8.421,2.526,0.0,0.895,1.632,5.579,2.526,0.105,0.579,1.316,0.0,0.0,0.0,,0.316,0.316,0.263,100.0,5.526,1.684,0.0,4.158,0.0,1.263,0.842,0.421,0.632,0.727,0.0,0.0,0.0,,0.0,1.0,0.0,5.789,11.818,0.0,,0,0.0,0.053,0.053,0.105,0.0,1.526,6.636,1.105,1,4.35,-3.35,1,4.35,-3.35,0,,,0.158,1.493,66.667,0.0,8.263,5.105,4.158,7.316
Adam Saad,Carlton,27,27.44,Gen. Defender,22,11.477,82.636,69.727,1,0.045,1,0,80.864,14.136,5.136,19.273,75.943,71.061,89.381,73.349,3.409,4.364,436.909,22.67,2.227,8.653,3.818,5.048,20.504,2.939,54.791,5.649,5.318,11.409,16.727,31.793,5.955,4.091,0.045,1.0,3.091,4.545,3.682,0.182,1.227,7.364,0.0,0.0,0.182,,0.545,0.727,0.5,81.818,3.273,0.227,0.045,1.0,0.045,0.682,0.455,0.227,0.0,0.0,0.0,,0.0,,0.0,1.773,0.0,1.091,25.0,0.0,,2,0.091,0.273,0.455,0.409,20.0,3.727,16.532,1.227,10,2.516,-0.716,2,2.23,-1.73,8,2.588,-0.463,1.727,15.702,92.105,2.864,2.864,12.273,8.091,2.091
Sam Docherty,Carlton,28,28.2,Gen. Defender,14,10.443,97.929,98.643,16,1.143,4,2,86.714,18.0,6.286,24.286,80.294,78.571,85.227,74.118,2.143,5.5,493.571,20.324,2.643,9.189,4.143,5.862,18.203,4.842,58.808,4.155,6.0,16.571,22.571,26.582,5.786,4.214,0.071,1.286,2.929,4.071,2.643,0.214,1.0,8.214,0.0,0.0,0.214,,1.214,1.429,1.071,73.333,7.643,0.5,0.0,1.857,0.143,1.143,0.286,0.857,0.0,0.0,0.0,,0.0,,0.0,2.214,0.143,0.929,46.154,0.071,100.0,0,0.0,0.0,0.0,0.214,,4.143,17.576,1.357,0,,,0,,,0,,,2.071,19.333,82.759,0.5,2.071,11.429,7.0,1.571
Marc Pittonet,Carlton,25,25.57,Ruck,13,11.831,85.0,70.0,0,0.0,0,0,82.615,5.154,6.154,11.308,63.946,40.299,83.75,45.578,1.923,1.154,100.462,8.884,3.154,3.585,1.538,7.35,23.32,-4.716,46.16,-13.602,7.538,4.385,11.923,63.226,1.846,3.154,0.615,1.154,2.0,1.923,1.231,0.0,0.462,2.308,23.077,79.156,1.462,6.333,2.538,4.0,5.692,77.027,2.0,0.308,0.462,0.846,0.154,1.308,1.846,-0.538,68.385,77.103,29.154,42.632,9.923,34.037,1.846,2.154,0.077,0.846,18.182,0.538,14.286,5,0.385,0.385,0.769,0.231,50.0,4.462,18.893,3.154,10,4.064,-0.564,8,4.395,-0.895,2,2.741,0.759,0.0,0.0,,0.0,3.308,10.846,5.462,2.0
Patrick Cripps,Carlton,26,26.78,Midfielder,20,11.8,83.55,81.75,23,1.15,6,5,84.0,8.15,15.25,23.4,70.513,53.374,79.672,34.829,3.15,0.55,244.7,10.457,4.9,4.776,3.45,6.783,27.941,-1.111,52.264,-1.857,12.3,11.5,23.8,51.681,1.8,6.05,1.05,3.15,2.9,4.05,2.4,3.3,0.9,7.9,22.0,78.431,2.75,12.5,2.6,5.35,7.6,70.395,3.15,0.6,0.15,0.15,0.25,2.35,2.2,0.15,2.05,2.36,0.15,7.317,0.05,33.333,0.2,4.25,0.9,0.25,40.0,1.5,23.333,13,0.65,0.55,1.2,0.55,54.167,6.3,28.0,1.3,24,3.278,0.43,12,3.738,0.179,12,2.818,0.682,0.0,0.0,,0.3,1.55,18.0,7.15,0.5
Oscar McDonald,Carlton,25,25.78,Key Forward,3,2.367,17.667,18.667,0,0.0,0,0,16.333,2.667,0.333,3.0,66.667,62.5,100.0,88.889,0.667,0.0,99.667,33.222,0.667,4.5,0.667,4.5,20.082,4.917,36.918,-11.918,1.333,1.667,3.0,44.444,0.667,0.333,0.0,0.0,0.333,1.333,0.333,0.0,0.333,0.333,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.333,0.0,0.0,1.0,0.333,0.667,0.0,0.0,0.0,,0.0,,0.0,0.667,0.0,0.0,,0.667,0.0,2,0.667,0.333,1.0,0.0,66.667,1.667,6.757,0.333,3,2.811,1.522,2,2.738,0.762,1,2.957,3.043,0.0,0.0,,0.0,0.667,2.0,0.333,0.667
