MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches,Tackles,PressureActs,Hitouts,Round
20210608,Finlay Macrae,Collingwood,0,7.2,5.38,1.3,5.3,4.4,2.2,37,26,77,1,8,9,88.9,33.0,83,1,7,7,5,5,1,4,12,1,1,0,0,0,0,0,0.0,0.0,0,2,1,1,10,0,6
20210608,Isaac Quaynor,Collingwood,0,15.9,9.83,0.5,13.8,7.5,5.2,104,85,87,18,3,21,81.0,489.0,259,2,5,4,4,3,9,7,0,1,5,4,0,1,0,1,2.9,-1.9,0,3,1,2,8,0,6
20210608,Jack Crisp,Collingwood,1,19.0,12.13,-0.7,13.1,4.4,9.6,117,104,89,14,16,30,86.7,583.0,416,3,4,4,3,3,18,4,0,0,5,2,0,1,1,0,3.6,2.4,1,4,0,3,13,0,6
20210608,Jack Madgen,Collingwood,0,6.9,6.63,0.8,2.1,5.2,0.3,44,44,83,7,9,16,68.8,203.0,194,0,6,5,5,4,7,6,0,1,1,0,0,0,0,0,0.0,0.0,0,1,0,1,9,0,6
20210608,Jay Rantall,Collingwood,0,3.9,5.36,-0.2,1.9,1.8,1.3,25,29,68,3,5,8,87.5,64.0,35,2,3,3,2,2,3,2,0,0,2,0,0,0,0,0,0.0,0.0,0,1,0,1,12,0,6
20210608,John Noble,Collingwood,0,9.1,6.78,0.0,7.2,3.3,2.4,78,88,75,9,8,17,82.4,170.0,307,0,4,3,4,3,8,2,0,0,6,0,0,0,0,0,0.0,0.0,0,1,0,6,16,0,6
20210608,Jordan Roughead,Collingwood,0,4.7,7.14,0.0,3.2,4.5,-3.6,55,54,96,8,4,12,75.0,111.0,141,0,4,3,3,2,3,3,0,1,6,1,1,0,0,0,0.0,0.0,0,1,0,1,5,0,6
20210608,Josh Daicos,Collingwood,0,5.1,9.37,2.6,2.3,7.0,-0.7,72,77,80,9,17,26,65.4,209.0,160,1,11,7,4,3,11,3,48,7,2,1,1,0,0,0,0.0,0.0,0,4,0,3,15,0,6
20210608,Josh Thomas,Collingwood,0,5.3,8.08,0.2,0.4,4.9,-4.4,46,60,69,11,7,18,38.9,218.0,98,2,9,6,3,3,5,2,55,3,3,0,0,0,0,0,0.0,0.0,0,1,0,1,17,0,6
20210608,Nathan Murphy,Collingwood,0,6.0,5.62,0.6,2.8,4.7,-1.0,47,49,79,6,8,14,71.4,193.0,90,2,4,4,4,4,4,3,0,1,5,0,0,0,0,0,0.0,0.0,0,0,0,0,9,0,6
20210608,Scott Pendlebury,Collingwood,0,12.5,14.45,2.4,6.3,3.0,5.8,108,90,78,16,14,30,66.7,435.0,512,4,8,3,2,2,17,3,85,5,3,0,0,0,0,0,0.0,0.0,3,11,1,2,25,0,6
20210608,Steele Sidebottom,Collingwood,0,14.1,11.42,4.7,0.2,7.9,-2.5,119,130,87,18,12,30,50.0,374.0,225,6,17,9,5,4,9,3,88,9,3,0,0,0,0,0,0.0,0.0,0,5,2,12,44,0,6
20210608,Trey Ruscoe,Collingwood,0,2.5,5.17,0.0,4.4,3.3,1.6,22,22,72,3,1,4,75.0,59.0,7,1,3,1,3,1,0,1,0,0,1,0,1,1,1,0,5.1,0.9,0,1,0,1,7,0,6
20210608,Tyler Brown,Collingwood,0,0.0,3.59,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6
20210608,Will Hoskin-Elliott,Collingwood,0,6.4,7.09,0.0,5.7,5.0,-0.7,76,97,90,14,4,18,50.0,366.0,216,4,6,5,6,5,4,3,0,0,9,1,0,2,1,1,7.4,-0.4,0,3,1,3,14,0,6
20210608,William Kelly,Collingwood,0,3.7,5.96,0.0,2.3,2.4,-2.4,26,23,79,4,2,6,33.3,118.0,13,1,3,2,3,2,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0,1,0,0,4,0,6
20210608,Aaron Francis,Essendon,0,0.3,9.11,0.0,0.5,1.9,-1.4,17,27,35,5,0,5,80.0,112.0,6,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6
20210608,Andrew McGrath,Essendon,0,9.6,11.64,2.4,2.9,5.0,-0.2,89,86,80,11,10,21,61.9,314.0,61,2,6,5,2,2,15,1,64,3,1,0,0,2,0,2,5.3,-3.3,0,7,4,7,22,0,6
20210608,Andrew Phillips,Essendon,0,15.3,10.2,6.9,6.6,3.8,4.8,99,69,71,3,9,12,91.7,90.0,304,1,6,3,0,0,4,0,73,6,2,0,0,1,1,0,2.8,3.2,0,6,3,5,11,19,6
20210608,Anthony McDonald-Tipungwuti,Essendon,8,26.7,10.66,3.6,17.1,5.4,14.1,119,85,83,7,3,10,90.0,181.0,38,2,6,4,5,3,3,2,0,1,1,0,0,5,5,0,19.5,10.5,0,7,2,6,26,0,6
20210608,Archie Perkins,Essendon,0,4.3,5.15,-1.0,1.5,3.2,-3.1,50,59,73,8,4,12,58.3,293.0,62,4,3,2,2,2,4,0,0,1,3,0,0,1,0,1,4.1,-3.1,1,6,1,4,25,0,6
20210608,Brandon Zerk-Thatcher,Essendon,0,1.6,5.39,0.0,0.4,2.0,0.1,38,48,85,9,0,9,88.9,64.0,86,0,1,0,1,0,2,2,0,0,6,1,1,0,0,0,0.0,0.0,0,2,1,2,4,0,6
20210608,Brayden Ham,Essendon,0,8.4,6.18,0.0,2.7,2.8,-0.2,77,87,78,12,10,22,77.3,371.0,228,6,3,3,3,3,9,2,0,0,7,1,0,2,0,2,5.4,-3.4,2,8,1,2,12,0,6
20210608,Cale Hooker,Essendon,0,-1.2,7.84,0.0,-1.8,1.1,-1.6,10,20,86,3,3,6,33.3,145.0,21,3,2,1,1,1,2,0,0,0,1,0,0,2,0,2,3.4,-1.4,0,2,0,2,6,1,6
20210608,Darcy Parish,Essendon,10,28.8,11.57,13.9,7.3,10.3,10.9,162,150,75,24,18,42,71.4,619.0,287,7,17,11,6,6,15,5,70,9,6,0,0,2,2,0,4.3,7.7,2,9,2,3,18,0,6
20210608,David Zaharakis,Essendon,0,5.5,3.6,0.0,4.7,1.7,2.9,33,23,56,3,1,4,100.0,39.0,53,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,3,7,0,6
20210608,Devon Smith,Essendon,0,9.7,9.53,1.5,4.0,1.9,5.4,66,78,84,7,4,11,72.7,134.0,129,3,3,3,1,1,2,0,3,2,5,0,0,1,1,0,2.7,3.3,0,5,1,10,33,0,6
20210608,Dyson Heppell,Essendon,0,4.2,11.59,1.1,0.3,3.7,-1.8,112,142,89,20,9,29,75.9,325.0,339,2,6,6,5,5,9,6,0,0,13,0,0,0,0,0,0.0,0.0,0,3,2,7,9,0,6
20210608,Harrison Jones,Essendon,0,3.2,4.66,0.0,0.4,2.1,-1.0,34,34,68,4,2,6,83.3,121.0,99,2,2,1,2,1,1,0,0,0,4,0,1,1,0,1,3.2,-2.2,1,3,0,2,10,0,6
20210608,Jake Stringer,Essendon,0,15.3,9.91,3.2,8.3,5.9,5.4,84,80,81,11,6,17,47.1,265.0,141,5,12,7,6,4,4,4,82,4,0,0,0,2,1,1,5.7,1.3,1,5,0,8,21,0,6
20210608,Jayden Laverde,Essendon,3,16.2,7.71,0.0,13.8,8.2,4.1,107,106,87,17,4,21,90.5,359.0,164,1,6,2,6,2,2,11,0,0,13,5,2,1,1,0,3.9,2.1,0,3,1,0,4,0,6
20210608,Kyle Langford,Essendon,0,8.9,9.36,1.3,5.6,4.9,1.7,80,68,81,9,12,21,81.0,213.0,190,2,6,6,5,5,11,3,12,1,3,1,0,1,0,0,1.9,-1.9,1,3,0,2,11,0,6
20210608,Mason Redman,Essendon,0,9.3,7.49,0.9,6.3,2.7,5.8,73,64,80,10,3,13,84.6,303.0,118,2,3,1,2,1,4,1,0,0,4,0,1,1,1,0,3.1,2.9,0,3,2,4,8,0,6
20210608,Matt Guelfi,Essendon,0,3.7,6.52,0.0,2.7,3.7,-1.8,67,70,81,10,3,13,84.6,218.0,104,0,3,0,3,0,2,5,0,0,8,2,1,1,0,1,2.8,-1.8,0,5,0,2,5,0,6
20210608,Nick Hind,Essendon,0,6.3,10.77,2.4,3.3,7.0,-0.3,76,94,88,18,5,23,69.6,394.0,236,4,7,6,4,3,9,7,0,3,8,2,0,0,0,0,0.0,0.0,0,5,2,2,4,0,6
20210608,Nik Cox,Essendon,0,8.6,6.8,0.1,8.9,8.8,0.8,60,69,87,10,5,15,86.7,219.0,176,2,7,3,7,3,1,5,0,0,8,3,3,0,0,0,0.0,0.0,0,4,1,1,14,0,6
20210608,Peter Wright,Essendon,4,21.1,8.44,-0.5,20.4,11.8,8.7,147,114,90,10,6,16,93.8,266.0,108,1,9,3,9,3,1,3,27,0,10,1,4,2,2,0,4.9,7.1,1,8,2,6,9,11,6
20210608,Will Snelling,Essendon,0,10.4,9.82,1.9,6.0,8.7,1.5,60,60,85,6,8,14,64.3,134.0,186,1,7,5,5,4,8,1,0,2,1,1,0,3,2,1,7.5,5.5,0,6,1,2,21,0,6
20210608,Zach Merrett,Essendon,3,13.5,14.62,7.2,3.8,7.6,3.7,116,125,78,16,18,34,73.5,395.0,410,3,10,8,3,3,15,4,70,7,6,1,0,1,0,1,1.3,-0.3,0,8,2,6,20,0,6
20210606,Andrew Brayshaw,Fremantle,0,12.2,11.06,2.6,5.7,7.3,0.9,112,121,73,14,17,31,74.2,215.0,280,4,10,6,6,4,12,4,64,3,8,0,0,0,0,0,0.0,0.0,0,9,3,6,21,0,6
20210606,Blake Acres,Fremantle,0,11.3,7.37,0.1,9.7,5.1,4.5,81,82,78,15,9,24,66.7,537.0,143,7,6,5,6,5,10,5,0,1,5,0,0,0,0,0,0.0,0.0,0,3,0,1,6,0,6
20210606,Brennan Cox,Fremantle,0,14.2,10.15,1.3,11.5,5.0,5.5,78,41,75,7,5,12,100.0,128.0,238,0,5,4,4,3,3,6,0,1,3,1,1,0,0,0,0.0,0.0,0,0,0,0,8,0,6
20210606,Caleb Serong,Fremantle,5,14.1,11.5,1.5,8.2,11.3,-1.2,118,143,76,24,11,35,48.6,677.0,158,6,17,11,7,5,12,5,73,6,7,1,1,2,0,2,5.2,-3.2,0,3,1,7,21,0,6
20210606,Connor Blakely,Fremantle,0,1.2,3.02,0.6,0.0,0.3,0.4,6,12,7,1,3,4,75.0,28.0,30,0,1,0,0,0,2,0,9,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,6
20210606,David Mundy,Fremantle,10,25.6,12.25,7.5,13.1,9.8,11.2,145,113,70,13,17,30,73.3,334.0,338,4,15,12,6,5,10,4,59,8,4,0,0,3,3,0,14.1,3.9,1,7,2,3,16,0,6
20210606,Ethan Hughes,Fremantle,0,9.0,7.16,3.1,3.3,6.3,-0.4,111,99,95,16,11,27,77.8,407.0,321,2,8,6,7,5,13,7,0,2,5,0,0,0,0,0,0.0,0.0,1,3,2,3,18,0,6
20210606,Griffin Logue,Fremantle,0,7.4,8.35,0.0,6.8,2.8,0.5,38,29,81,3,3,6,66.7,103.0,45,0,3,3,3,3,1,4,0,0,2,1,0,0,0,0,0.0,0.0,0,1,1,2,10,0,6
20210606,Heath Chapman,Fremantle,0,-0.9,6.5,0.0,-0.7,0.5,-0.7,36,49,81,9,2,11,81.8,287.0,73,0,1,1,1,1,3,1,0,0,7,0,0,0,0,0,0.0,0.0,0,2,0,0,6,0,6
20210606,James Aish,Fremantle,0,3.5,7.54,0.0,1.9,3.1,-1.2,46,66,92,11,6,17,58.8,392.0,45,5,4,4,4,4,6,3,0,0,6,1,0,2,0,2,6.2,-4.2,0,3,0,1,9,0,6
20210606,Josh Treacy,Fremantle,0,-1.5,4.65,0.0,-1.5,1.0,-2.2,22,22,80,1,4,5,40.0,71.0,21,2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0.0,0.0,1,2,0,2,11,0,6
20210606,Lachie Schultz,Fremantle,4,15.5,6.03,0.4,10.8,4.8,6.8,81,68,78,9,3,12,83.3,115.0,137,0,6,5,6,5,3,1,0,0,3,0,0,4,4,0,15.3,8.7,0,5,0,1,12,0,6
20210606,Luke Ryan,Fremantle,0,10.0,10.94,0.0,7.0,4.1,4.4,87,91,95,17,6,23,87.0,442.0,279,0,5,2,5,2,7,5,0,0,8,0,0,0,0,0,0.0,0.0,0,4,2,2,7,0,6
20210606,Matt Taberner,Fremantle,0,10.6,9.04,0.0,9.0,6.5,4.8,79,72,98,7,3,10,60.0,146.0,34,1,4,3,4,3,1,1,0,0,5,0,0,5,4,1,18.1,6.9,0,6,1,1,10,0,6
20210606,Michael Frederick,Fremantle,0,6.6,5.47,0.0,4.2,5.5,-1.3,54,62,79,7,4,11,45.5,248.0,162,1,5,4,5,4,1,2,0,0,5,0,1,2,0,2,6.1,-4.1,0,4,2,4,23,0,6
20210606,Michael Walters,Fremantle,0,9.2,11.57,0.0,7.8,4.7,3.1,54,62,82,7,5,12,83.3,196.0,214,1,6,3,5,2,3,0,0,1,2,0,1,2,1,0,5.9,0.1,0,5,0,4,23,0,6
20210606,Mitch Crowden,Fremantle,0,1.3,7.46,0.0,-2.1,1.9,-4.0,29,48,73,5,7,12,50.0,98.0,181,1,2,1,2,1,6,0,0,0,3,0,1,1,0,1,2.5,-1.5,0,3,0,2,16,0,6
20210606,Nat Fyfe,Fremantle,7,18.8,16.79,5.9,8.2,17.3,-0.3,125,107,86,16,18,34,64.7,396.0,474,6,23,14,12,7,8,4,95,7,7,1,4,4,0,4,13.0,-9.0,2,13,4,3,16,0,6
20210606,Nathan Wilson,Fremantle,0,12.6,7.35,0.0,11.5,5.9,5.6,59,51,85,12,3,15,73.3,407.0,223,2,6,6,6,6,3,7,0,0,3,1,0,0,0,0,0.0,0.0,1,5,2,0,7,0,6
20210606,Reece Conca,Fremantle,0,7.4,5.16,0.0,7.5,3.8,2.3,68,67,79,9,4,13,76.9,325.0,153,2,1,1,1,1,5,4,0,0,4,2,0,0,0,0,0.0,0.0,0,4,2,5,17,0,6
20210606,Rory Lobb,Fremantle,0,6.5,9.24,1.6,2.9,7.3,-3.0,68,63,85,8,10,18,61.1,264.0,122,3,9,7,7,5,5,4,36,1,5,1,2,2,0,1,5.9,-4.9,0,8,2,0,9,3,6
20210606,Sean Darcy,Fremantle,0,18.6,11.8,9.6,4.9,9.1,1.1,120,108,84,6,9,15,60.0,170.0,178,4,9,5,3,1,5,1,64,4,3,1,1,2,1,0,4.5,1.5,1,7,3,8,17,27,6
20210606,Travis Colyer,Fremantle,0,8.4,7.7,1.8,3.7,4.9,2.5,62,64,69,10,5,15,53.3,242.0,48,2,8,7,3,3,4,2,0,4,2,0,0,3,1,2,9.1,-1.1,0,4,2,3,15,0,6
20210602,Brad Close,Geelong,0,9.7,6.67,-1.0,8.1,4.8,1.9,57,48,75,5,4,9,55.6,139.0,122,3,4,2,4,2,2,2,0,0,2,1,1,1,1,0,4.2,1.8,0,3,0,3,21,0,6
20210602,Brandan Parfitt,Geelong,0,7.2,10.31,4.1,1.1,4.1,2.4,58,48,65,8,8,16,56.3,312.0,50,4,8,6,3,3,9,2,55,2,0,0,0,0,0,0,0.0,0.0,0,4,1,4,26,0,6
20210602,Cameron Guthrie,Geelong,5,15.6,10.5,7.4,3.9,8.9,1.7,144,110,75,11,24,35,85.7,123.0,274,3,16,14,4,4,10,5,76,10,5,0,0,0,0,0,0.0,0.0,0,5,2,3,19,0,6
20210602,Gary Rohan,Geelong,2,13.2,9.06,-1.6,13.3,7.3,5.3,117,78,84,10,3,13,76.9,305.0,237,3,5,1,5,1,1,1,0,0,6,0,3,4,3,1,14.4,4.6,0,7,1,1,13,0,6
20210602,Gryan Miers,Geelong,0,7.0,7.49,1.0,4.2,4.6,0.2,83,74,85,11,6,17,58.8,321.0,130,3,7,4,6,4,4,4,0,1,5,0,0,3,1,2,9.9,-1.9,0,8,3,1,8,0,6
20210602,Isaac Smith,Geelong,0,3.6,8.45,0.4,-0.2,2.9,-1.0,77,104,82,16,7,23,60.9,492.0,211,5,3,3,1,1,11,0,3,2,7,0,0,0,0,0,0.0,0.0,0,7,0,6,11,0,6
20210602,Jack Henry,Geelong,5,15.5,7.91,0.5,14.1,9.5,5.0,111,99,84,15,4,19,94.7,249.0,179,3,8,4,7,3,4,8,17,0,10,6,4,1,1,0,3.2,2.8,0,7,3,2,7,2,6
20210602,Jake Kolodjashnij,Geelong,0,2.2,6.17,0.0,-0.5,1.5,-2.3,33,20,63,3,6,9,66.7,66.0,61,1,2,0,2,0,8,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,0,1,3,0,6
20210602,Jed Bews,Geelong,0,5.1,6.58,1.9,0.4,4.0,-1.7,61,70,83,12,5,17,64.7,407.0,118,4,4,2,2,2,6,2,0,2,6,1,0,0,0,0,0.0,0.0,1,6,2,1,6,0,6
20210602,Jeremy Cameron,Geelong,0,16.8,10.33,0.0,15.8,9.5,6.9,83,62,69,8,1,9,66.7,284.0,10,2,6,2,6,2,0,0,0,0,6,0,2,6,3,2,16.9,3.1,1,6,0,0,2,0,6
20210602,Joel Selwood,Geelong,0,17.8,11.73,3.5,9.8,8.5,4.8,136,93,77,13,16,29,79.3,381.0,374,4,13,6,4,2,13,4,79,6,4,1,1,0,0,0,0.0,0.0,2,8,0,2,18,0,6
20210602,Jordan Clark,Geelong,0,1.4,2.93,0.8,0.4,1.3,-0.1,13,25,17,4,2,6,100.0,81.0,110,2,1,0,0,0,1,1,0,1,3,1,0,0,0,0,0.0,0.0,0,2,0,0,0,0,6
20210602,Lachie Henderson,Geelong,2,18.7,7.79,0.0,17.8,8.4,9.6,121,98,100,13,6,19,94.7,325.0,280,1,5,2,5,2,4,6,0,0,11,2,1,2,2,0,4.8,7.2,0,5,0,0,5,0,6
20210602,Luke Dahlhaus,Geelong,0,7.2,7.77,0.0,4.5,2.3,2.4,73,57,78,7,8,15,73.3,121.0,174,2,4,4,4,4,6,1,0,0,2,0,0,1,0,1,3.5,-2.5,2,7,0,3,9,0,6
20210602,Mark Blicavs,Geelong,0,8.8,11.62,0.9,7.8,5.0,0.5,59,58,95,8,4,12,75.0,102.0,41,1,7,5,6,4,1,7,0,0,5,1,0,0,0,0,0.0,0.0,0,1,1,3,9,0,6
20210602,Mark O'Connor,Geelong,0,12.5,8.93,2.4,9.3,5.9,5.1,98,88,71,11,4,15,73.3,316.0,90,1,5,3,3,2,5,3,79,2,4,1,0,1,1,0,3.7,2.3,0,4,2,7,13,0,6
20210602,Mitch Duncan,Geelong,10,15.8,11.66,3.1,8.9,4.1,10.3,149,146,84,20,6,26,80.8,516.0,164,3,7,6,3,3,6,2,7,4,13,0,0,6,4,1,19.5,5.5,0,12,3,2,9,0,6
20210602,Rhys Stanley,Geelong,3,15.5,11.1,7.2,5.8,4.6,3.7,131,93,83,9,6,15,80.0,158.0,313,2,6,3,1,0,5,1,83,4,4,0,1,1,1,0,2.7,3.3,0,9,6,3,14,22,6
20210602,Sam Menegola,Geelong,0,10.3,11.78,2.1,3.0,4.5,0.5,74,75,84,11,9,20,70.0,271.0,122,3,7,6,3,2,9,0,0,3,3,0,0,1,1,0,5.2,0.8,0,5,0,2,17,0,6
20210602,Tom Atkins,Geelong,0,7.0,8.8,1.2,4.3,5.7,0.7,103,105,89,14,8,22,68.2,283.0,186,2,8,4,4,2,8,4,0,1,9,1,0,0,0,0,0.0,0.0,0,4,2,6,12,0,6
20210602,Tom Hawkins,Geelong,0,14.5,11.43,0.8,8.7,7.5,7.5,105,71,96,10,4,14,85.7,96.0,230,1,7,4,6,4,3,0,0,1,4,0,2,4,3,1,18.0,1.0,3,11,2,1,5,4,6
20210602,Tom Stewart,Geelong,3,10.4,9.78,-0.2,7.8,7.9,0.1,109,101,86,18,9,27,81.5,335.0,297,1,10,6,8,6,8,7,0,2,8,1,0,0,0,0,0.0,0.0,1,5,2,2,6,0,6
20210602,Zach Tuohy,Geelong,0,7.2,8.71,-0.5,5.6,2.0,3.1,44,50,76,6,5,11,81.8,206.0,72,1,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0.0,0.0,0,1,0,4,8,0,6
20210603,Alex Sexton,Gold Coast,0,0.0,3.14,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6
20210603,Ben Ainsworth,Gold Coast,0,15.8,7.69,1.1,13.2,4.6,10.4,91,105,72,14,6,20,70.0,440.0,217,4,4,4,3,3,5,0,4,1,9,0,0,4,3,1,11.7,7.3,1,6,0,2,15,0,6
20210603,Ben King,Gold Coast,7,14.4,6.72,-0.1,13.1,5.9,7.2,95,95,84,9,5,14,71.4,268.0,90,1,5,3,5,3,2,0,0,0,7,0,1,7,5,1,28.4,2.6,1,10,0,1,16,1,6
20210603,Brandon Ellis,Gold Coast,0,8.5,8.47,1.6,4.2,5.7,0.8,94,104,96,18,6,24,66.7,333.0,173,4,6,4,3,2,6,5,0,2,8,0,0,0,0,0,0.0,0.0,1,3,2,4,15,0,6
20210603,Caleb Graham,Gold Coast,0,3.1,5.92,1.6,-0.9,3.1,-2.6,37,29,70,3,4,7,57.1,79.0,64,1,4,2,1,1,1,2,69,3,2,1,0,0,0,0,0.0,0.0,0,2,1,0,6,11,6
20210603,Charlie Ballard,Gold Coast,0,4.3,7.89,0.0,4.4,0.7,3.4,46,43,85,8,2,10,100.0,145.0,139,0,1,1,1,1,3,2,0,0,5,0,0,0,0,0,0.0,0.0,0,1,0,0,3,0,6
20210603,Chris Burgess,Gold Coast,0,8.0,7.4,2.5,4.2,6.0,-0.3,58,58,70,8,3,11,72.7,204.0,11,3,8,4,4,1,1,0,31,3,5,0,3,1,0,1,2.5,-1.5,0,4,3,2,9,7,6
20210603,David Swallow,Gold Coast,0,9.6,8.58,2.3,4.8,7.6,-0.6,96,114,75,18,13,31,74.2,431.0,494,3,12,10,9,8,12,3,58,3,7,0,0,2,0,1,5.8,-4.8,0,6,1,3,24,0,6
20210603,Hugh Greenwood,Gold Coast,0,13.0,14.29,3.2,6.5,10.8,-1.0,79,92,83,12,7,19,47.4,222.0,78,0,16,12,8,6,3,5,54,7,2,0,1,2,1,1,8.3,-1.3,0,4,1,7,34,0,6
20210603,Izak Rankine,Gold Coast,0,17.9,9.17,0.0,15.8,7.9,8.7,101,82,87,9,9,18,72.2,329.0,162,4,10,7,10,7,7,2,0,0,3,0,1,3,2,0,9.1,2.9,2,4,1,5,22,0,6
20210603,Jack Bowes,Gold Coast,0,11.0,9.56,1.0,8.1,3.4,3.5,92,81,86,13,5,18,72.2,306.0,210,2,5,5,4,4,8,5,0,1,4,1,0,0,0,0,0.0,0.0,0,3,2,5,12,0,6
20210603,Jack Lukosius,Gold Coast,0,12.7,10.07,3.1,8.4,6.5,5.7,79,84,87,19,2,21,76.2,629.0,157,8,7,3,5,2,5,5,0,2,8,2,2,0,0,0,0.0,0.0,1,4,1,1,9,0,6
20210603,Josh Corbett,Gold Coast,0,8.5,4.22,0.1,5.6,6.1,0.6,67,58,82,8,2,10,60.0,230.0,-12,3,5,2,5,2,2,0,0,0,5,0,2,3,2,0,8.5,3.5,0,4,1,1,7,1,6
20210603,Jy Farrar,Gold Coast,0,7.2,7.58,0.0,5.0,4.3,0.5,59,74,84,9,5,14,78.6,148.0,103,0,4,3,4,3,3,5,0,0,7,2,1,0,0,0,0.0,0.0,0,3,1,4,15,0,6
20210603,Lachie Weller,Gold Coast,0,10.9,10.18,-1.6,9.7,8.1,0.6,79,80,76,6,11,17,76.5,33.0,121,2,9,8,6,6,0,3,27,0,7,1,0,1,1,0,4.3,1.7,0,3,1,4,16,0,6
20210603,Nick Holman,Gold Coast,4,10.8,8.62,1.8,3.3,6.6,-0.7,108,135,85,14,9,23,65.2,225.0,301,5,7,5,4,2,8,6,0,2,7,2,0,1,1,0,3.0,3.0,1,5,3,13,27,0,6
20210603,Noah Anderson,Gold Coast,7,18.4,11.03,4.7,9.9,7.2,7.4,115,120,78,18,16,34,82.4,536.0,684,4,9,6,2,2,19,3,73,6,7,1,0,1,0,1,2.5,-1.5,1,8,3,3,29,0,6
20210603,Oleg Markov,Gold Coast,0,9.5,8.48,0.0,6.4,3.4,3.3,66,64,81,7,8,15,80.0,234.0,95,1,4,3,4,3,5,6,0,0,5,2,0,0,0,0,0.0,0.0,1,2,1,3,9,0,6
20210603,Sam Collins,Gold Coast,0,10.5,11.44,0.0,9.4,2.5,1.7,49,32,91,5,2,7,85.7,108.0,69,0,3,3,3,3,1,3,0,0,3,0,0,0,0,0,0.0,0.0,0,0,0,1,8,0,6
20210603,Sam Flanders,Gold Coast,0,9.5,5.54,4.2,1.1,6.1,-0.8,62,64,72,7,10,17,64.7,154.0,195,1,9,8,5,4,2,1,8,3,3,0,0,3,0,1,9.2,-8.2,1,4,1,3,31,0,6
20210603,Sean Lemmens,Gold Coast,0,12.9,6.02,0.5,12.2,5.4,4.1,80,62,88,12,4,16,68.8,360.0,221,0,6,5,5,4,6,10,0,1,1,1,0,1,0,0,2.9,-2.9,0,0,0,4,10,0,6
20210603,Touk Miller,Gold Coast,10,24.0,12.06,12.6,6.5,8.4,9.2,146,142,83,19,17,36,72.2,510.0,370,6,17,12,6,5,15,6,77,9,4,0,0,1,0,0,1.9,-1.9,1,5,2,9,20,0,6
20210603,Wil Powell,Gold Coast,0,3.3,10.26,0.1,2.0,1.8,0.3,69,66,85,10,4,14,71.4,257.0,96,0,3,3,3,3,3,3,0,1,5,0,0,0,0,0,0.0,0.0,0,0,0,4,10,0,6
20210601,Bobby Hill,Greater Western Sydney,0,9.9,8.45,0.0,4.8,1.7,3.4,45,36,80,5,1,6,83.3,92.0,54,1,2,1,2,1,1,0,0,0,2,0,0,0,0,0,0.0,0.0,3,3,0,3,16,0,6
20210601,Brent Daniels,Greater Western Sydney,0,8.2,9.39,0.1,3.2,3.9,-0.6,55,46,81,3,10,13,76.9,66.0,205,2,7,5,4,3,5,2,37,2,0,0,0,0,0,0,0.0,0.0,1,3,2,4,28,0,6
20210601,Callan Ward,Greater Western Sydney,0,5.9,11.1,0.8,2.4,3.6,1.3,45,56,85,9,6,15,60.0,320.0,121,5,7,4,3,2,8,2,85,3,2,1,1,2,1,1,6.9,0.1,1,3,0,3,18,0,6
20210601,Connor Idun,Greater Western Sydney,0,2.7,5.37,0.4,1.6,1.6,-0.6,73,72,85,7,6,13,84.6,23.0,201,0,3,2,3,2,4,3,0,0,6,0,0,0,0,0,0.0,0.0,0,2,1,5,12,0,6
20210601,Conor Stone,Greater Western Sydney,0,4.3,7.08,0.0,2.8,1.5,1.3,34,26,78,2,1,3,100.0,43.0,23,1,2,1,2,1,0,1,0,0,1,0,0,1,1,0,4.4,1.6,0,1,0,2,15,0,6
20210601,Harry Himmelberg,Greater Western Sydney,0,9.5,9.44,0.0,6.8,6.8,-0.1,67,59,92,6,3,9,66.7,204.0,95,1,6,2,6,2,3,1,0,0,4,0,2,1,1,0,4.8,1.2,0,6,0,4,9,0,6
